,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,avg_rs_max,avg_rCovalent,avg_vIonic,avg_electronegativity,avg_rp_max,avg_LUMO,avg_IP,avg_rd_max,avg_EA,avg_HOMO,avg_rIonic,avg_vCovalent,avg_mass,lattice_angle_alpha_degree_r,lattice_angle_beta_degree_r,lattice_angle_gamma_degree_r,vol,atomic_density,Al_coord, Al_O_mean, Ga_coord, Ga_O_mean, In_coord, In_O_mean, O_coord,Hf_log,band_log,Al?,Ga?,In?
71,80.0,0.625,0.2812,0.0938,10.0562,8.6299,9.257,90.00299999999999,90.00200000000002,90.0013,0.1432,2.9752,1.0868799999999998,1.23251,1.6485638447501998,1.6821860000000002,1.441878,0.331747,-5.76798596,2.733114,-0.21989772,-2.7150026,0.70001,7.9018113226332,47.239497625,1.570848686672456,1.5708312333799366,1.5708190160751725,803.3594897201781,0.09958181987476764,5.15,1.959066161,5.4444444444444455,1.95920776826,5.333333333333333,1.95890384134,3.5,-1.9435130244555918,1.0903112636287233,1,1,1
72,80.0,0.125,0.2188,0.6562,10.9139,9.3013,9.9251,90.0001,89.9982,90.0002,0.2677,1.0205,1.07312,1.34999,2.8463689354998,1.765314,1.390622,0.530503,-5.62916404,2.134386,-0.26075228,-2.7617474,0.8274900000000001,10.4620994058668,93.971656325,1.5707980721241486,1.5707649108683606,1.5707998174534008,1007.5312221856875,0.07940200585193978,5.25,2.11326327618,5.428571428571429,2.13766444503,5.190476190476192,2.10475769,3.5,-1.3178883284558303,0.020292703267762394,1,1,1
75,80.0,0.0625,0.75,0.1875,10.4232,8.9329,9.5513,89.9978,90.0009,90.001,0.1649,1.6372,1.0174999999999998,1.256875,2.1119385084375,1.791875,1.3518750000000002,0.2508125,-5.7631625,2.178125,-0.1556875,-2.739562500000001,0.735625,8.417269459125,75.5069711625,1.5707579295513527,1.5708120347581649,1.5708137800874171,889.3158426475273,0.089956791685884,5.0,2.02729483558,5.333333333333333,2.0356137523,5.0,1.98900170671,3.5,-1.802416049416584,0.4929874656361109,1,1,1
80,80.0,0.5,0.1562,0.3438,10.392000000000001,8.8895,9.5168,90.0028,90.0008,90.0007,0.2614,2.0137,1.09438,1.28376,2.1274709121252,1.699686,1.435628,0.443247,-5.70256096,2.559364,-0.25247272,-2.7323776,0.75376,9.0218765451332,63.8559303,1.5708451960139522,1.5708102894289124,1.5708085440996604,879.1589754900779,0.09099605672046383,5.4375,2.03222533565,5.2,2.01919968736,5.0,1.99823593034,3.5,-1.3417034777920154,0.6999738259022227,1,1,1
90,80.0,0.375,0.4375,0.1875,10.2771,8.8083,9.432,90.001,90.0014,90.001,0.2135,2.1964,1.06125,1.25375,1.93989818625,1.729375,1.4050000000000002,0.3251875,-5.751225,2.475,-0.20199999999999999,-2.728625,0.7262500000000001,8.359297911625001,62.150264475,1.5708137800874171,1.5708207614044245,1.5708137800874171,853.8202917847783,0.09369653165863798,5.333333333333333,2.01318197902,5.428571428571429,2.00758563501,4.666666666666667,1.94564929456,3.5,-1.5441184463134578,0.7868196564225806,1,1,1
98,40.0,0.0,0.0625,0.9375,5.6422,9.5871,10.2114,89.9997,89.9958,90.0002,0.1604,0.7631,1.08375,1.4074999999999998,3.3766193883749995,1.781875,1.38625,0.6596875,-5.55495,1.95375,-0.299725,-2.78075,0.8875,11.719493579124999,111.9995625,1.5707910908071407,1.5707230229663134,1.5707998174534008,552.3584744550948,0.07241673994313251,0.0,0.0,4.0,2.0428711281,5.333333333333333,2.18623662924,3.5,-1.830084583549723,-0.27036619468654954,0,1,1
105,40.0,0.5,0.5,0.0,5.0054,8.6011,9.2252,90.0014,90.0022,90.0018,0.0254,3.1446,1.06,1.215,1.5635138535,1.71,1.415,0.249,-5.7991,2.635,-0.1822,-2.7145,0.685,7.51345184,48.3522693,1.5708207614044245,1.5708347240384404,1.5708277427214326,397.1628110783431,0.1007143641958706,6.0,1.99215022654,4.5,1.897687129,0.0,0.0,3.5,-3.673006104957646,1.1456866960540386,1,1,0
106,40.0,0.6875,0.3125,0.0,4.9615,8.5264,9.1536,90.0032,90.0023,90.0016,0.0373,3.5738,1.08625,1.2131249999999998,1.4602896601875002,1.6725,1.446875,0.293625,-5.7919375,2.8131250000000003,-0.2099875,-2.7079375,0.6793750000000001,7.4786689115,40.3382452875,1.5708521773309605,1.5708364693676926,1.5708242520629283,387.23145481401065,0.10329739359425803,5.7272727272727275,1.9659414194,4.2,1.84309176096,0.0,0.0,3.5,-3.2887619523323672,1.273629455462424,1,1,0
107,80.0,0.4688,0.0312,0.5,10.5799,9.0331,9.6613,90.00299999999999,90.0,90.0005,0.35200000000000004,1.6429,1.105632,1.315312,2.4008722362672,1.70124,1.439696,0.5240743999999999,-5.65989184,2.49536,-0.27977616,-2.741592,0.785936,9.7129929263024,72.23330289568001,1.570848686672456,1.5707963267948966,1.5708050534411566,923.3236254876672,0.0866435102402441,5.333333333333333,2.06683341817,5.0,2.05307360293,5.1875,2.0385925551,3.5,-1.0441241033840398,0.4964629729301541,1,1,1
108,40.0,0.5625,0.0625,0.375,5.1987,8.8908,9.5195,90.0035,90.0008,90.0007,0.3011,2.0435,1.10625,1.2893750000000002,2.1442421968125003,1.68625,1.448125,0.47575,-5.6914125,2.611875,-0.2681125,-2.7318125,0.758125,9.14717243575,62.5915529625,1.5708574133187163,1.5708102894289124,1.5708085440996604,439.9970194615496,0.09090970672699183,5.4444444444444455,2.0377370645400004,6.0,2.04128343953,4.833333333333333,1.98485199079,3.5,-1.200312843494449,0.7146640240221949,1,1,1
112,40.0,0.0625,0.9375,0.0,5.1076,8.7756,9.3922,89.99700000000001,90.0018,90.00200000000002,0.0557,2.1744,0.99875,1.219375,1.8043703045625,1.7975,1.3406250000000002,0.144875,-5.8158125,2.2193750000000003,-0.1173625,-2.7298125000000004,0.698125,7.5946120064999985,67.0516586625,1.5707439669173369,1.5708277427214326,1.5708312333799366,420.979578237166,0.09501648552050504,5.0,1.99051296537,5.266666666666667,1.9899941214400003,0.0,0.0,3.5,-2.887775132048899,0.7767527644147422,1,1,0
113,80.0,0.5625,0.1875,0.25,10.2588,8.786,9.4134,90.00299999999999,90.0014,90.0009,0.1794,2.508,1.0937499999999998,1.264375,1.9391967275625,1.6900000000000002,1.440625,0.405125,-5.7265125,2.639375,-0.2425625,-2.7253125,0.7331249999999999,8.598734133999999,56.9546779625,1.570848686672456,1.5708207614044245,1.5708120347581649,848.4656695440808,0.09428784554475568,5.3888888888888875,2.00551626671,4.666666666666667,1.93292362235,5.375,2.01253774321,3.5,-1.7181373293574413,0.9194856227706742,1,1,1
115,80.0,0.0,0.8125,0.1875,10.4524,8.9578,9.5751,89.9972,90.0008,90.001,0.0784,1.6991,1.00875,1.2574999999999998,2.146346572875,1.804375,1.34125,0.2359375,-5.76555,2.1187500000000004,-0.146425,-2.741750000000001,0.7375,8.428863768625,78.1783125,1.5707474575758409,1.5708102894289124,1.5708137800874171,896.5214827504076,0.08923377915559898,0.0,0.0,5.307692307692308,2.0321682618400003,5.0,2.03276882297,3.5,-2.545931351625775,0.530098699109576,0,1,1
119,40.0,0.375,0.1875,0.4375,5.2772,9.017999999999999,9.6441,90.0019,90.0001,90.0005,0.2107,1.8358,1.0862500000000002,1.30375,2.34998912475,1.721875,1.42,0.4664375,-5.681025,2.42,-0.2531,-2.741625,0.77625,9.456174515125001,73.424014475,1.5708294880506846,1.5707980721241486,1.5708050534411566,458.9606896108323,0.08715343362830769,5.333333333333333,2.04824735942,5.0,2.03964741236,5.285714285714286,2.05214939473,3.5,-1.5573199581719936,0.6074803538028536,1,1,1
129,80.0,0.625,0.125,0.25,10.2295,8.761000000000001,9.3896,90.0036,90.0014,90.0009,0.2431,2.5233,1.1025,1.26375,1.904788663125,1.6775000000000002,1.45125,0.4199999999999999,-5.724125000000001,2.69875,-0.251825,-2.723125,0.73125,8.587139824500001,54.283336625,1.5708591586479683,1.5708207614044245,1.5708120347581649,841.5020485290958,0.09506809893075847,5.3,1.99446530871,5.75,2.02741741222,4.875,1.95465791126,3.5,-1.4142823976600594,0.9255675686543642,1,1,1
143,40.0,0.25,0.0,0.75,5.4797,9.3301,9.9569,90.0017,89.9979,90.0004,0.2891,1.2056,1.1,1.3675,2.93141892675,1.7375,1.4175,0.61325,-5.5980500000000015,2.2325,-0.29845,-2.76225,0.8425,10.850458888499999,92.85888465,1.5708259973921803,1.5707596748806048,1.5708033081119046,509.0579521009935,0.0785765153749416,6.0,2.16472579867,0.0,0.0,5.0,2.10308655066,3.5,-1.2409826299598365,0.18697736833014866,1,0,1
144,80.0,0.2188,0.2188,0.5625,10.7661,9.1852,9.8098,90.0008,89.999,90.0003,0.255,1.2841,1.076981,1.330434,2.6412111064791,1.7495459999999998,1.4010790000000002,0.49989989999999995,-5.65247366,2.244326,-0.25551197,-2.7538652000000003,0.806006,10.034349935808999,85.74407804568001,1.5708102894289124,1.5707788735023769,1.5708015627826524,970.079170661247,0.08246749586991814,5.428571428571429,2.10418293095,5.428571428571429,2.09663028219,5.111111111111111,2.0752883333,3.5,-1.3664917338237108,0.25005808385509126,1,1,1
151,80.0,0.4062,0.5,0.0938,10.1585,8.7171,9.3405,90.0009,90.0018,90.0014,0.1381,2.5144,1.0562479999999999,1.2346979999999999,1.769019596733,1.725946,1.404682,0.2796726,-5.776344119999999,2.5252540000000003,-0.18747156,-2.7226606,0.7065739999999999,7.9424006813308,56.59132937932,1.5708120347581649,1.5708277427214326,1.5708207614044245,827.1261232420343,0.09672043688625022,5.307692307692308,1.98552901619,5.3125,1.9825538517,4.666666666666667,1.91647653066,3.5,-1.9797772185668907,0.9220342065012209,1,1,1
160,80.0,0.125,0.6562,0.2188,10.4287,8.9342,9.5539,89.9986,90.0008,90.0009,0.1379,1.7931,1.02938,1.2625099999999998,2.1288738295001997,1.778436,1.364378,0.28337199999999996,-5.75198596,2.230614,-0.17134771999999998,-2.7390026,0.7400100000000001,8.5430041003832,74.247103325,1.5707718921853686,1.5708102894289124,1.5708120347581649,890.1568449016876,0.0898718023213488,6.0,2.07977709148,5.0,2.0070948408,5.571428571428571,2.05002326991,3.5,-1.981226494182881,0.583945965516181,1,1,1
165,40.0,0.0,0.5,0.5,5.3995,9.22,9.8402,89.9983,89.9989,90.0001,0.1061,1.246,1.04,1.3199999999999998,2.658960246,1.795,1.36,0.4125,-5.6778,2.05,-0.2103,-2.758,0.8,9.799959523,92.2705,1.5707666561976128,1.5707771281731249,1.5707980721241486,489.8785139713411,0.08165289731882401,0.0,0.0,4.625,2.04752610342,5.875,2.12981978265,3.5,-2.2433732333621994,0.2199384203652614,0,1,1
182,80.0,0.4062,0.4688,0.125,10.1932,8.7434,9.367,90.001,90.0017,90.0013,0.1332,2.5344,1.059368,1.240938,1.8201989458577998,1.72501,1.406554,0.29730059999999997,-5.76758316,2.51839,-0.19384884,-2.724283,0.7128140000000001,8.0792908814476,57.99829337931999,1.5708137800874171,1.5708259973921803,1.5708190160751725,834.8172467414536,0.0958293570386386,5.153846153846153,1.98259853787,5.2,1.97795554647,5.75,2.01148644645,3.5,-2.015903520875848,0.9299569226379697,1,1,1
193,80.0,0.5938,0.375,0.0312,10.0015,8.59,9.2159,90.0024,90.0022,90.0016,0.0856,3.2617,1.076252,1.2203019999999998,1.563053579517,1.690304,1.432818,0.28895240000000005,-5.78675588,2.717246,-0.20247844,-2.7128394000000005,0.688426,7.6329413004192,45.75008422068,1.5708382146969444,1.5708347240384404,1.5708242520629283,791.7645552844651,0.10104013808910353,5.2631578947368425,1.94954635312,5.25,1.94957479969,5.0,1.95015772198,3.5,-2.4580699958344407,1.1822485318517761,1,1,1
195,80.0,0.4375,0.0312,0.5312,10.6292,9.0718,9.6997,90.0028,89.9998,90.0005,0.3506,1.5498,1.104271,1.321743,2.4690992662254,1.7063830000000002,1.436114,0.5342399999999999,-5.65174472,2.458545,-0.28150397,-2.7440367,0.793045,9.8549289359852,74.9711023375,1.5708451960139522,1.5707928361363923,1.5708050534411566,935.3030436808756,0.08553377489841239,5.428571428571429,2.07492870911,5.0,2.06193862836,5.117647058823528,2.04943830462,3.5,-1.048109306495003,0.4381258903477128,1,1,1
196,80.0,0.4375,0.1875,0.375,10.4559,8.9407,9.5672,90.0023,90.0006,90.0006,0.2227,1.9743,1.08875,1.290625,2.2130583256875003,1.7112500000000002,1.426875,0.446,-5.6961875000000015,2.493125,-0.2495875,-2.7361875,0.7618750000000001,9.17036105475,67.9342356375,1.5708364693676926,1.5708067987704086,1.5708067987704086,894.3711798930467,0.08944832056145502,5.428571428571429,2.04407503357,4.5,1.96936173779,5.416666666666668,2.04051732081,3.5,-1.5019297047188152,0.680213905148046,1,1,1
201,80.0,0.0625,0.2188,0.7188,11.0125,9.3786,10.002,89.9997,89.9976,90.0001,0.1848,1.0341,1.070729,1.363257,2.9836476487746,1.7761169999999995,1.383886,0.55101,-5.614555279999999,2.061455,-0.26429603,-2.7674633,0.8419549999999999,10.749112237514801,99.4729169625,1.5707910908071407,1.5707544388928492,1.5707980721241486,1033.024887742995,0.07744247108584969,6.0,2.17526924527,5.0,2.0972177926900004,5.260869565217392,2.1363907577,3.5,-1.6884811197745533,0.033531483208792345,1,1,1
204,80.0,0.4062,0.3125,0.2812,10.3665,8.8745,9.4996,90.0016,90.001,90.0008,0.1848,2.1374,1.074889,1.272056,2.0762398863957,1.7201430000000002,1.415793,0.3855406,-5.723140379999999,2.48381,-0.22576531,-2.7321322,0.743984,8.7638587626828,65.03516007932001,1.5708242520629283,1.5708137800874171,1.5708102894289124,873.9394908142378,0.09153951828571688,5.307692307692308,2.0239845565400003,5.2,1.99842629301,5.222222222222221,2.02029769462,3.5,-1.6884811197745533,0.7595901371086593,1,1,1
217,80.0,0.0625,0.8125,0.125,10.3539,8.8804,9.4982,89.9975,90.0012,90.0013,0.0905,1.9307,1.01125,1.244375,2.0094157738125,1.79375,1.348125,0.2155,-5.7807125,2.191875,-0.1429125,-2.7363125000000004,0.723125,8.14305030825,72.6885336625,1.570752693563597,1.5708172707459205,1.5708190160751725,873.3288433799239,0.09160352438422514,5.0,2.00142574845,5.307692307692308,2.01640142438,5.0,2.00823383123,3.5,-2.4024054282762566,0.657882631459634,1,1,1
219,80.0,0.3125,0.3125,0.375,10.5143,8.9905,9.6149,90.0011,90.0003,90.0006,0.2107,1.8048,1.07125,1.291875,2.2818744545625003,1.73625,1.405625,0.41625,-5.7009625,2.374375,-0.2310625,-2.7405625,0.765625,9.19354967375,73.2769183125,1.5708155254166685,1.5708015627826524,1.5708067987704086,908.8850949410388,0.08801992732116459,5.1,2.04407559618,5.1,2.01928317391,5.5,2.05705989937,3.5,-1.5573199581719936,0.5904497823216027,1,1,1
222,80.0,0.3125,0.2812,0.4062,10.549000000000001,9.0167,9.6414,90.0012,90.0002,90.0005,0.2402,1.6976,1.074271,1.297993,2.3328699258504,1.7351330000000005,1.4073639999999998,0.43386499999999995,-5.69161972,2.367295,-0.23742897,-2.7419117,0.771795,9.329679253235199,74.6769100125,1.5708172707459205,1.5707998174534008,1.5708050534411566,917.0626662059793,0.08723504177852051,5.5,2.0619450459,5.0,2.03352031976,5.230769230769232,2.04575985766,3.5,-1.426283369336254,0.5292154888775816,1,1,1
224,80.0,0.1875,0.4062,0.4062,10.6074,9.0666,9.6891,89.9999,89.9999,90.0004,0.23399999999999999,1.4131,1.056771,1.299243,2.4016860547254,1.7601330000000002,1.3861139999999998,0.404115,-5.6963947200000025,2.248545,-0.21890397,-2.7462867,0.7755449999999999,9.3528678722352,80.0195926875,1.5707945814656443,1.5707945814656443,1.5708033081119046,931.8303262464972,0.08585253961657133,5.166666666666667,2.0509214805,5.384615384615384,2.07158002363,5.153846153846153,2.04894263353,3.5,-1.4524341636244358,0.34578587260656346,1,1,1
228,40.0,0.0,0.8125,0.1875,5.2262,8.9578,9.5751,89.9972,90.0008,90.001,0.1062,1.6909,1.00875,1.2574999999999998,2.146346572875,1.804375,1.34125,0.2359375,-5.76555,2.1187500000000004,-0.146425,-2.741750000000001,0.7375,8.428863768625,78.1783125,1.5707474575758409,1.5708102894289124,1.5708137800874171,448.2607413752037,0.08923377915559898,0.0,0.0,5.0769230769230775,2.02262865295,6.0,2.06764729541,3.5,-2.2424311701742985,0.5252609315622464,0,1,1
233,80.0,0.75,0.0938,0.1562,10.0671,8.6325,9.2623,90.0044,90.0019,90.001,0.1778,2.9986,1.1106200000000002,1.2437399999999998,1.6821064141247999,1.655314,1.466872,0.396753,-5.74568904,2.838136,-0.25117727999999995,-2.7138724000000005,0.7087399999999999,8.152403103866801,44.71074295,1.5708731212819844,1.5708294880506846,1.5708137800874171,804.9331461600071,0.0993871359151327,5.333333333333333,1.9670652047,4.666666666666667,1.92578313678,5.2,1.94617085686,3.5,-1.7270959559023327,1.0981455130786657,1,1,1
237,80.0,0.625,0.1875,0.1875,10.1602,8.7086,9.3366,90.0034,90.0017,90.001,0.1849,2.7164,1.09625,1.25125,1.8022659285,1.679375,1.4475000000000002,0.3846875,-5.741675000000001,2.7125,-0.23905,-2.719875,0.71875,8.312920673625,51.464899125,1.5708556679894643,1.5708259973921803,1.5708137800874171,826.1128017605431,0.0968390755227502,5.15,1.97509708462,5.166666666666667,1.96555761321,5.666666666666668,1.9955577517200005,3.5,-1.687940140589058,0.9993074742574993,1,1,1
246,40.0,0.5625,0.0,0.4375,5.2334,8.9433,9.5725,90.0037,90.0005,90.0006,0.2971,1.9414,1.1124999999999998,1.301875,2.2467649314375002,1.6843750000000002,1.4518749999999998,0.5110625,-5.6738625,2.598125,-0.2808875,-2.7350625,0.770625,9.421391586625,65.4099904625,1.5708609039772201,1.5708050534411566,1.5708067987704086,448.03000841513153,0.08927973405508402,5.222222222222221,2.03727130438,0.0,0.0,5.285714285714286,2.02528643188,3.5,-1.2136864965135752,0.6634093622959889,1,0,1
248,80.0,0.4375,0.1875,0.375,10.4559,8.9407,9.5672,90.0023,90.0006,90.0006,0.2394,1.9292,1.08875,1.290625,2.2130583256875003,1.7112500000000002,1.426875,0.446,-5.6961875000000015,2.493125,-0.2495875,-2.7361875,0.7618750000000001,9.17036105475,67.9342356375,1.5708364693676926,1.5708067987704086,1.5708067987704086,894.3711798930467,0.08944832056145502,5.214285714285714,2.03077191341,5.5,2.0385828255400003,5.166666666666667,2.02639536133,3.5,-1.4296194858582643,0.6571054092126798,1,1,1
