Al_coord, Al_O_mean, Ga_coord, Ga_O_mean, In_coord, In_O_mean, O_coord
5.464285714285714,1.93727834119,5.666666666666667,1.97780646562,6.0,2.03859862677,3.6666666666666665
0,0,4.153846153846154,1.98943907866,5.578947368421052,2.0987595672,3.3333333333333335
5.6,2.01402405065,5.476190476190476,1.98795336374,5.0,1.87564886626,3.6666666666666665
4.8,1.97538014145,4.833333333333333,1.97795855063,5.4,2.01692117816,3.3333333333333335
5.4375,2.03222533565,5.2,2.01919968736,5.0,1.99823593034,3.5
3.6666666666666665,1.951913618,3.4,1.91418676333,0,0,2.3333333333333335
5.285714285714286,2.02831384559,5.545454545454546,2.09060453932,5.571428571428571,2.09651416923,3.6666666666666665
0,0,6.0,2.10657336348,6.0,2.10395421184,4.0
5.285714285714286,1.92473047907,0,0,6.0,1.96752121039,3.5833333333333335
6.0,1.979062297,6.0,1.97425995802,0,0,4.0
4.545454545454546,1.95195715509,5.090909090909091,1.99418452974,5.4,2.01432665569,3.3333333333333335
6.0,1.98684382203,6.0,1.98684381452,0,0,4.0
5.25,1.95732081715,5.5,1.97485377587,0,0,3.5833333333333335
5.444444444444445,2.01968457297,5.5,2.03214189866,5.571428571428571,2.04779341042,3.6666666666666665
5.333333333333333,2.01318197902,5.428571428571429,2.00758563501,4.666666666666667,1.94564929456,3.5
0,0,6.0,2.20207215809,6.0,2.20207214609,4.0
5.714285714285714,2.08132998972,5.333333333333333,2.05573784826,5.0,2.03025485058,3.5833333333333335
5.521739130434782,1.95607908856,5.444444444444445,1.94006750919,0,0,3.6666666666666665
6.0,2.0208661719,6.0,2.02070900173,6.0,2.0234417051,4.0
6.0,1.98786636587,6.0,1.98786636557,6.0,1.98786634615,4.0
0,0,0,0,6.0,2.21908108272,4.0
3.3333333333333335,1.9038118783,3.6,1.94300588843,0,0,2.3333333333333335
0,0,4.0,2.0428711281,5.333333333333333,2.18623662924,3.5
6.0,1.98669994367,6.0,1.98432144486,0,0,4.0
6.0,2.2113312194,6.0,2.21133305579,6.0,2.20383144133,4.0
0,0,6.0,2.04776513367,6.0,2.02617855776,4.0
6.0,1.9700549191,6.0,1.97340504717,0,0,4.0
6.0,2.0114513109,6.0,2.0114521669,6.0,2.01145071116,4.0
5.454545454545454,1.93919789979,4.0,1.81892586091,0,0,3.3333333333333335
6.0,1.99215022654,4.5,1.897687129,0,0,3.5
5.7272727272727275,1.9659414194,4.2,1.84309176096,0,0,3.5
5.333333333333333,2.06683341817,5.0,2.05307360293,5.1875,2.0385925551,3.5
5.444444444444445,2.03773706454,6.0,2.04128343953,4.833333333333333,1.98485199079,3.5
6.0,2.0716105841,0,0,6.0,2.08486640082,4.0
4.857142857142857,1.96965896229,5.0,1.98014214782,5.2,1.99385092889,3.3333333333333335
6.0,2.1542555935,0,0,6.0,2.1789201706,4.0
5.0,1.99051296537,5.266666666666667,1.98999412144,0,0,3.5
5.388888888888889,2.00551626671,4.666666666666667,1.93292362235,5.375,2.01253774321,3.5
6.0,1.95964745896,6.0,1.95964640836,6.0,1.95964831693,4.0
0,0,5.3076923076923075,2.03216826184,5.0,2.03276882297,3.5
5.545454545454546,2.06099326345,5.6,2.07301727351,5.363636363636363,2.01914698258,3.6666666666666665
5.25,2.0056249026,5.5,2.0228075675,5.5,2.0234344157,3.5833333333333335
4.615384615384615,1.95293591149,4.666666666666667,1.95718650376,5.8,2.03193829889,3.3333333333333335
5.333333333333333,2.04824735942,5.0,2.03964741236,5.285714285714286,2.05214939473,3.5
5.25,2.02738940015,5.333333333333333,2.03343486952,5.2,2.02369229808,3.5
6.0,2.04873202195,0,0,6.0,2.05636296258,4.0
6.0,1.99906024721,6.0,1.99905970585,6.0,1.99906043189,4.0
6.0,2.13899115742,6.0,2.13899117325,6.0,2.13899116138,4.0
6.0,2.04172542115,6.0,2.04172259713,6.0,2.04172248428,4.0
6.0,2.13250463712,0,0,4.72,2.05470193283,3.3333333333333335
0,0,6.0,2.15640516437,6.0,2.18306997122,4.0
6.0,2.09488848216,0,0,6.0,2.09658549748,4.0
5.35,1.9979818818,0,0,5.75,2.08580934017,3.6666666666666665
5.3,1.99446530871,5.75,2.02741741222,4.875,1.95465791126,3.5
6.0,2.06012754528,6.0,2.06012756249,6.0,2.06012755419,4.0
6.0,2.08313024461,6.0,2.0933662917,6.0,2.0883782561,4.0
3.5,1.97479783185,3.25,1.9411994113,4.0,2.02939526525,2.3333333333333335
5.4,2.05416047337,6.0,2.18422805751,5.333333333333333,2.03790201309,3.6666666666666665
6.0,2.08286213278,6.0,2.08286213503,6.0,2.08286213015,4.0
6.0,1.98082887684,6.0,1.98537105788,6.0,1.98925863301,4.0
3.4,1.89428585963,3.6666666666666665,1.93128561318,0,0,2.3333333333333335
6.0,1.9374109848,0,0,0,0,4.0
5.066666666666666,1.96706126246,4.6,1.93114359877,5.428571428571429,1.99066429859,3.3333333333333335
5.384615384615385,1.99246944123,0,0,6.0,2.02334336903,3.6666666666666665
6.0,2.03900022345,6.0,2.0389998039,6.0,2.03900054099,4.0
6.0,2.14657412589,6.0,2.14657410473,6.0,2.14657411744,4.0
3.3333333333333335,2.00328010257,0,0,3.6,2.02824607582,2.3333333333333335
6.0,2.16472579867,0,0,5.0,2.10308655066,3.5
5.428571428571429,2.10418293095,5.428571428571429,2.09663028219,5.111111111111111,2.0752883333,3.5
6.0,2.19650289097,6.0,2.18253821828,6.0,2.18951942555,4.0
6.0,1.97766118316,6.0,1.9760613901,0,0,4.0
6.0,2.03535444414,6.0,2.0353544491,6.0,2.03535441986,4.0
6.0,1.99828453682,6.0,2.00014200349,0,0,4.0
0,0,6.0,2.1599112076,6.0,2.1673835916,4.0
3.75,2.01453585419,0,0,3.25,1.96378654531,2.3333333333333335
5.3076923076923075,1.98552901619,5.3125,1.9825538517,4.666666666666667,1.91647653066,3.5
5.6,2.04942375478,5.0,2.00828302939,5.6,2.04935798687,3.5833333333333335
6.0,1.96515316671,6.0,1.96515317839,6.0,1.96515314843,4.0
6.0,2.01523967017,6.0,2.01523930746,6.0,2.0152402788,4.0
0,0,4.4,1.97649604973,6.0,2.08652332011,3.3333333333333335
4.615384615384615,1.94259725992,5.818181818181818,2.02300658863,4.5,1.93262400985,3.3333333333333335
5.444444444444445,2.04957866014,5.363636363636363,2.03043787695,5.666666666666667,2.09940099773,3.6666666666666665
5.111111111111111,1.97542902009,5.5,2.00232636459,5.333333333333333,1.99167975368,3.5
6.0,1.96413012402,6.0,1.96413012948,0,0,4.0
6.0,2.07977709148,5.0,2.0070948408,5.571428571428571,2.05002326991,3.5
6.0,2.16645445715,6.0,2.16876311472,6.0,2.16903808614,4.0
6.0,2.01760411956,6.0,2.00979416899,6.0,1.99191677692,4.0
5.428571428571429,1.97671305636,4.88,1.93838518412,0,0,3.3333333333333335
4.615384615384615,1.95811832673,4.75,1.96904926823,5.636363636363637,2.02798568096,3.3333333333333335
0,0,4.625,2.04752610342,5.875,2.12981978265,3.5
5.857142857142857,2.10606171441,5.368421052631579,2.00183954625,5.5,2.03172142905,3.6666666666666665
5.090909090909091,1.98640179535,0,0,5.6,2.02215120852,3.5
6.0,2.01918212413,6.0,2.01918213022,6.0,2.01918212313,4.0
6.0,1.97927190243,6.0,1.97927189241,0,0,4.0
5.65,2.02115141475,5.285714285714286,1.9422225104,5.2,1.92204385759,3.6666666666666665
5.454545454545454,1.97358827803,5.5,1.97656749986,4.0,1.84304667549,3.5833333333333335
5.6,2.12518831135,6.0,2.15077308367,5.2,2.09643125321,3.5833333333333335
5.466666666666667,2.0624034784,5.0,1.94307158565,5.5625,2.08443103175,3.6666666666666665
6.0,2.18767337807,6.0,2.17376254337,6.0,2.18045886655,4.0
6.0,1.96413012028,6.0,1.96413013696,0,0,4.0
6.0,1.98875473906,0,0,6.0,1.99656588637,4.0
0,0,6.0,2.1217472916,6.0,2.12513401211,4.0
5.466666666666667,2.04432650245,5.5,2.05193967701,5.538461538461538,2.06061026181,3.6666666666666665
6.0,2.10272649218,0,0,6.0,2.10272649713,4.0
5.142857142857143,2.04348033388,6.0,2.10074059939,5.142857142857143,2.04327573635,3.5
4.545454545454546,1.94676864558,5.0,1.98269800978,5.555555555555555,2.01862737398,3.3333333333333335
5.153846153846154,1.98259853787,5.2,1.97795554647,5.75,2.01148644645,3.5
3.5,1.93910558109,3.5,1.93910558109,0,0,2.3333333333333335
5.466666666666667,2.0684315187,0,0,5.529411764705882,2.0830247996,3.6666666666666665
0,0,6.0,2.14415446451,6.0,2.1661909051,4.0
6.0,2.01974070433,6.0,2.01974069323,0,0,4.0
6.0,2.04336830531,6.0,2.0487894454,6.0,2.04270297108,4.0
5.4,2.06008690759,5.333333333333333,2.04373407138,5.625,2.11241600181,3.6666666666666665
5.555555555555555,2.03788538909,6.0,2.06524886426,4.8,1.98102695503,3.5833333333333335
4.947368421052632,1.91294004375,5.076923076923077,1.92229370834,0,0,3.3333333333333335
0,0,5.333333333333333,2.02833100229,6.0,2.07058823597,3.5833333333333335
3.0,2.01875779178,0,0,2.3333333333333335,2.15091133802,1.6666666666666667
5.2631578947368425,1.94954635312,5.25,1.94957479969,5.0,1.95015772198,3.5
5.555555555555555,2.03809226362,5.0,1.99684475428,5.2,2.01341700085,3.5833333333333335
5.428571428571429,2.07492870911,5.0,2.06193862836,5.117647058823529,2.04943830462,3.5
5.428571428571429,2.04407503357,4.5,1.96936173779,5.416666666666667,2.04051732081,3.5
6.0,2.03042414546,6.0,2.03042136802,6.0,2.03042349001,4.0
6.0,2.01847088253,6.0,2.01975616432,6.0,2.01632396117,4.0
6.0,2.18849567049,6.0,2.20250033237,6.0,2.1957386644,4.0
6.0,2.03535443867,6.0,2.03535444062,6.0,2.03535444027,4.0
6.0,2.17526924527,5.0,2.09721779269,5.260869565217392,2.1363907577,3.5
0,0,6.0,2.20816848095,6.0,2.20042138561,4.0
6.0,2.2184938876,5.466666666666667,2.10130046585,5.5,2.10929092665,3.6666666666666665
5.3076923076923075,2.02398455654,5.2,1.99842629301,5.222222222222222,2.02029769462,3.5
0,0,6.0,2.1162691032,6.0,2.11881714749,4.0
6.0,1.98943199101,6.0,1.98943199493,0,0,4.0
5.0,1.98014214782,4.5,1.9405390025,5.4,2.00654424469,3.3333333333333335
5.0,1.96763704503,5.333333333333333,1.99218281038,6.0,2.03287301705,3.5833333333333335
5.5,2.03539979897,5.357142857142857,2.00272371683,5.75,2.08867603801,3.6666666666666665
5.55,2.00051640373,5.285714285714286,1.94222252153,5.6,2.0109260335,3.6666666666666665
4.923076923076923,1.97200516502,5.0,1.97759969648,5.111111111111111,1.98538339243,3.3333333333333335
0,0,4.0,1.96214422057,5.882352941176471,2.10524714949,3.3333333333333335
5.333333333333333,2.05473044702,4.75,2.00733076851,6.0,2.09684622929,3.5
5.5,1.95426892999,5.5,1.95426893694,0,0,3.6666666666666665
6.0,2.0320068792,6.0,2.03216327138,6.0,2.03475442442,4.0
6.0,1.98888904585,6.0,1.98888901992,6.0,1.98888903722,4.0
5.0,2.00142574845,5.3076923076923075,2.01640142438,5.0,2.00823383123,3.5
6.0,2.01160786801,6.0,2.01160785788,6.0,2.01160785788,4.0
5.1,2.04407559618,5.1,2.01928317391,5.5,2.05705989937,3.5
0,0,6.0,2.13979676941,6.0,2.14245043303,4.0
5.333333333333333,2.05837330296,4.0,1.92947993144,5.714285714285714,2.08368668243,3.5
5.5,2.0619450459,5.0,2.03352031976,5.230769230769231,2.04575985766,3.5
6.0,1.97171771494,0,0,6.0,1.97890616052,4.0
5.166666666666667,2.0509214805,5.384615384615385,2.07158002363,5.153846153846154,2.04894263353,3.5
0,0,6.0,2.086973212,6.0,2.08890993311,4.0
6.0,1.97272353948,6.0,1.97272353699,6.0,1.97272354747,4.0
6.0,2.06064101022,6.0,2.05932853834,6.0,2.05801236048,4.0
0,0,5.076923076923077,2.02262865295,6.0,2.06764729541,3.5
4.857142857142857,1.96453822259,4.666666666666667,1.94952022608,5.555555555555555,2.01079365183,3.3333333333333335
5.666666666666667,2.05381301347,5.0,2.01903486854,6.0,2.07466109026,3.6666666666666665
5.666666666666667,2.01720650868,5.0,1.96985323189,5.0,1.97022794403,3.5
6.0,1.99098245926,6.0,1.9861450191,0,0,4.0
5.333333333333333,1.9670652047,4.666666666666667,1.92578313678,5.2,1.94617085686,3.5
5.666666666666667,2.16456199703,5.2,2.04845983961,5.523809523809524,2.13110399477,3.6666666666666665
6.0,2.08388343142,6.0,2.08388343949,6.0,2.08388342239,4.0
6.0,2.05716365112,6.0,2.05779395806,6.0,2.06436066221,4.0
5.15,1.97509708462,5.166666666666667,1.96555761321,5.666666666666667,1.99555775172,3.5
5.5,1.94559711346,0,0,5.5,1.94559711786,3.6666666666666665
6.0,2.04297815991,6.0,2.04567000105,6.0,2.03698688837,4.0
0,0,5.5,2.07014797013,5.0,2.03234294423,3.5833333333333335
0,0,0,0,6.0,2.21826485537,4.0
3.3333333333333335,1.91369072248,0,0,4.0,1.9867177084,2.3333333333333335
6.0,2.00458502345,6.0,2.0045850369,0,0,4.0
3.5,2.04777690193,0,0,3.5,2.04777690193,2.3333333333333335
4.545454545454546,1.95715457147,5.0,1.9928824739,5.454545454545454,2.02265572592,3.3333333333333335
5.222222222222222,2.03727130438,0,0,5.285714285714286,2.02528643188,3.5
6.0,1.99700817591,6.0,1.99700818547,0,0,4.0
5.214285714285714,2.03077191341,5.5,2.03858282554,5.166666666666667,2.02639536133,3.5
6.0,2.03343846256,5.166666666666667,1.98008672274,0,0,3.5833333333333335
5.181818181818182,1.93308794795,5.4,1.93974901368,0,0,3.5
6.0,2.10300979753,5.0,2.03384696244,5.6,2.07844376684,3.5
5.3076923076923075,2.04402488089,5.4,2.05968590006,5.142857142857143,2.04203870948,3.5
3.2,1.86248919641,4.0,1.97059785133,0,0,2.3333333333333335
5.5,2.04145423619,5.384615384615385,2.01503901174,5.666666666666667,2.07771044297,3.6666666666666665
4.222222222222222,1.95315604751,4.75,1.99977937439,5.6,2.05639341416,3.3333333333333335
0,0,6.0,2.14415289982,6.0,2.16619161632,4.0
6.0,2.0948878502,0,0,6.0,2.09658598901,4.0
6.0,1.98261049571,6.0,1.98261217307,0,0,4.0
3.3333333333333335,1.9038118783,3.6,1.94300588843,0,0,2.3333333333333335
4.6,1.94878473465,4.714285714285714,1.95829470435,6.0,2.04031819301,3.3333333333333335
6.0,2.15028558553,0,0,6.0,2.15028558597,4.0
6.0,1.99615848324,6.0,1.997039282,0,0,4.0
5.6,2.01663591842,4.0,1.87428995909,5.5,2.00896837305,3.5833333333333335
5.260869565217392,1.94777989088,5.0,1.92723599974,6.0,1.9652190221,3.5
5.384615384615385,1.97741970499,0,0,5.333333333333333,1.97417007826,3.5833333333333335
5.076923076923077,1.9880999021,4.666666666666667,1.95718650376,5.2,1.99642274012,3.3333333333333335
6.0,1.98419154524,6.0,1.98103112353,0,0,4.0
4.933333333333334,1.96768041796,4.75,1.95372283014,5.333333333333333,1.99480254885,3.3333333333333335
3.5,1.9189133118,3.5,1.9189133118,0,0,2.3333333333333335
0,0,4.933333333333334,1.97038570295,6.0,2.03755445388,3.3333333333333335
6.0,2.05926136107,6.0,2.06562734186,6.0,2.06499976584,4.0
4.545454545454546,1.95715457147,4.8,1.97799584789,5.636363636363637,2.03322042825,3.3333333333333335
5.384615384615385,1.99739314422,0,0,6.0,2.0356862445,3.6666666666666665
6.0,2.1051866478,6.0,2.09178426364,6.0,2.1015610466,4.0
5.2,2.04741548824,4.7272727272727275,2.01320944474,5.125,2.04240972578,3.3333333333333335
5.2,1.9718688955,4.923076923076923,1.95182681134,6.0,2.01937605797,3.3333333333333335
4.75,2.07817359104,5.714285714285714,2.13952562379,5.190476190476191,2.10974351137,3.5
5.428571428571429,1.94196456985,5.636363636363637,1.9844449405,0,0,3.6666666666666665
5.5,1.99278717006,5.333333333333333,1.98162736475,5.0,1.95714148317,3.5833333333333335
5.545454545454546,1.96357042445,5.4,1.93325444958,0,0,3.6666666666666665
5.0,1.92738995563,5.571428571428571,1.9678755922,0,0,3.5
6.0,2.03281445198,6.0,2.03108765899,6.0,2.03649277113,4.0
6.0,1.98943200258,6.0,1.98943198667,0,0,4.0
6.0,2.09690079959,0,0,6.0,2.10994437173,4.0
6.0,2.10472449301,5.333333333333333,2.06134454146,5.2,2.05189560217,3.5833333333333335
6.0,2.0267570344,6.0,2.026757039,6.0,2.02675705111,4.0
5.5,2.06103401757,6.0,2.09114434433,5.2,2.03957121474,3.6666666666666665
0,0,5.285714285714286,1.99956013829,6.0,2.04377076244,3.5833333333333335
5.473684210526316,1.9567951651,5.538461538461538,1.97022147901,0,0,3.6666666666666665
5.5,2.08256299456,5.533333333333333,2.09027012686,5.461538461538462,2.07355325596,3.6666666666666665
0,0,6.0,2.12344034171,6.0,2.12344096201,4.0
6.0,2.20871130106,5.666666666666667,2.13861009117,5.266666666666667,2.04277552458,3.6666666666666665
5.258064516129032,1.91055613163,5.0,1.91123718177,0,0,3.5
6.0,2.02732094953,6.0,2.03186221733,6.0,2.03287412404,4.0
0,0,4.666666666666667,2.10653269153,5.538461538461538,2.18129453519,3.5833333333333335
0,0,6.0,2.10232815182,6.0,2.11015875196,4.0
5.4,2.01238114067,6.0,2.05071087037,4.8,1.96654318528,3.5
5.4,1.9790942017,5.0,1.95019138656,5.0,1.94980632276,3.5
6.0,2.2113312194,6.0,2.21132808986,6.0,2.20383160686,4.0
5.166666666666667,1.94835280728,6.0,2.00110781934,6.0,2.00066590448,3.5833333333333335
6.0,1.9771867994,6.0,1.98273240725,0,0,4.0
0,0,4.545454545454546,1.97931622618,6.0,2.07668572508,3.3333333333333335
0,0,5.2,2.12155392611,5.2727272727272725,2.12761443532,3.5
5.571428571428571,1.93971111804,4.0,1.80448955591,0,0,3.5833333333333335
0,0,6.0,2.19397748436,6.0,2.19397623647,4.0
5.5,2.12582988402,5.5,2.12582990835,5.5,2.1258298995,3.6666666666666665
6.0,1.96982804009,6.0,1.98043285168,0,0,4.0
5.0,2.05770492113,5.133333333333334,2.0608007789,5.461538461538462,2.06976388659,3.5
6.0,2.0260624994,6.0,2.02516463299,6.0,2.0198299808,4.0
6.0,2.21132808986,6.0,2.2113312194,6.0,2.20383160686,4.0
5.0,1.99547379765,4.6,1.96376613772,6.0,2.05624681251,3.3333333333333335
5.260869565217392,1.97846444123,6.0,1.99630711133,5.0,1.95758149616,3.5
6.0,1.97625855782,6.0,1.97786476553,0,0,4.0
5.6,2.00130025772,5.2727272727272725,1.97866741544,0,0,3.5833333333333335
4.571428571428571,1.98111064021,6.0,2.08728097965,6.0,2.08710815112,3.5833333333333335
3.4,1.89428585963,3.6666666666666665,1.93128561318,0,0,2.3333333333333335
6.0,2.19650543505,6.0,2.16857192281,6.0,2.19051683637,4.0
0,0,5.2,2.06643871933,5.333333333333333,2.07329651484,3.5
5.25,2.12069750625,0,0,5.25,2.12069785042,3.5
5.428571428571429,1.99048032838,5.461538461538462,1.99777201458,5.8,2.06783925211,3.6666666666666665
5.454545454545454,1.95761360352,5.2,1.94164846954,0,0,3.5833333333333335
5.333333333333333,1.96681354059,5.0,1.95546028332,5.25,1.95107484739,3.5
6.0,1.98457823387,6.0,2.00310512691,0,0,4.0
4.8,1.94472978533,5.222222222222222,1.97544634435,4.5,1.91940209631,3.3333333333333335
5.333333333333333,1.93159680011,0,0,4.0,1.80506041695,3.5
5.75,2.01231447126,5.333333333333333,1.98674083673,4.0,1.86111692094,3.5833333333333335
4.75,1.96620854613,4.875,1.97598312003,5.5,2.01819150733,3.3333333333333335
6.0,2.07787468102,6.0,2.07875449448,6.0,2.08263432987,4.0
4.571428571428571,1.96415831961,4.933333333333334,1.99310604488,5.4,2.02470590092,3.3333333333333335
5.625,2.0144734696,5.125,1.95862506804,0,0,3.5
0,0,6.0,2.13979543126,6.0,2.14245134861,4.0
5.5,1.99910261429,5.5,1.99910261607,5.5,1.99910262498,3.6666666666666665
4.75,2.11610173751,5.5,2.18003669736,5.3076923076923075,2.14487249681,3.5
4.0,1.90255655607,5.6923076923076925,2.05295168961,4.0,1.90255657377,3.5833333333333335
5.428571428571429,1.96069526654,5.555555555555555,1.9874597825,0,0,3.6666666666666665
5.538461538461538,2.05387939303,5.75,2.09915109851,5.2727272727272725,1.99186140886,3.6666666666666665
5.416666666666667,2.04081835835,5.571428571428571,2.07626341121,5.538461538461538,2.06887901991,3.6666666666666665
5.357142857142857,2.00369363925,5.5,2.03646909919,5.7,2.07959470438,3.6666666666666665
5.538461538461538,1.98911160831,0,0,4.666666666666667,1.92280368798,3.5833333333333335
0,0,6.0,2.11666814847,6.0,2.13021315525,4.0
6.0,1.98684382806,6.0,1.98684381021,0,0,4.0
3.6666666666666665,1.92097590957,3.0,1.81717367066,0,0,2.3333333333333335
6.0,2.14061376694,0,0,6.0,2.1395587096,4.0
5.125,2.00247432206,5.428571428571429,2.02284368221,5.333333333333333,2.00156924463,3.5
4.923076923076923,1.96181690148,4.833333333333333,1.95502790941,5.428571428571429,1.99586395189,3.3333333333333335
4.666666666666667,1.95969020745,5.0,1.98523815558,5.4,2.01173232402,3.3333333333333335
5.2,1.98398660598,5.125,1.97888099829,4.333333333333333,1.91420996745,3.3333333333333335
6.0,2.11213254894,6.0,2.11702822955,6.0,2.10852359635,4.0
4.75,1.99194087979,4.909090909090909,2.00412183345,5.230769230769231,2.02648770215,3.3333333333333335
6.0,1.98670596275,6.0,1.98431613392,0,0,4.0
6.0,2.1273271026,6.0,2.12845815705,6.0,2.13234448558,4.0
5.5,2.00695449267,0,0,4.166666666666667,1.90494284505,3.3333333333333335
6.0,1.98419583135,6.0,1.98102683743,0,0,4.0
