,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,avg_rs_max,avg_rCovalent,avg_vIonic,avg_electronegativity,avg_rp_max,avg_LUMO,avg_IP,avg_rd_max,avg_EA,avg_HOMO,avg_rIonic,avg_vCovalent,avg_mass,lattice_angle_alpha_degree_r,lattice_angle_beta_degree_r,lattice_angle_gamma_degree_r,vol,atomic_density,Al_coord, Al_O_mean, Ga_coord, Ga_O_mean, In_coord, In_O_mean, O_coord,Hf_log,band_log,Al?,Ga?,In?
51,80.0,0.5,0.5,0.0,6.2225,6.2224,23.7226,90.0187,89.9985,120.0009,0.1117,2.9429,1.06,1.215,1.5635138535,1.71,1.415,0.249,-5.7991,2.635,-0.1822,-2.7145,0.685,7.51345184,48.3522693,1.5711227033650197,1.5707701468561168,2.094410810356464,795.4479767982815,0.10057225907092512,5.0625,1.8710060957700003,5.9375,2.05518225635,0.0,0.0,3.6666666666666665,-2.1919385729069822,1.0793954897409772,1,1,0
53,80.0,0.4062,0.125,0.4688,6.5988,6.5984,24.3959,90.0152,90.0081,119.9925,0.385,1.2886,1.093748,1.309698,2.384156004483,1.714696,1.427182,0.4915476,-5.67104412,2.442754,-0.26412156,-2.7421606,0.781574,9.587715586580801,73.50195437932,1.5710616168411995,1.570937698464308,2.094264202699296,919.9915978325528,0.08695731590209671,5.6923076923076925,2.11240062751,5.0,1.94265961684,5.466666666666668,2.06180032378,3.6666666666666665,-0.9545119446943529,0.253556357722405,1,1,1
68,80.0,0.4375,0.5625,0.0,6.2421,6.2421,23.7696,90.0178,89.9991,120.0001,0.1252,2.7433,1.05125,1.215625,1.5979219179375,1.7225,1.404375,0.234125,-5.8014875,2.575625,-0.1729375,-2.7166875,0.686875,7.5250461495,51.0236106375,1.5711069954017514,1.5707806188316291,2.0943968477224475,802.0722383776614,0.0997416394336434,5.071428571428571,1.87823417143,5.833333333333332,2.04194468891,0.0,0.0,3.6666666666666665,-2.077842820316139,1.0091615752787622,1,1,0
76,80.0,0.875,0.0938,0.0312,6.1329,6.1325,23.4812,90.0105,90.0024,120.0048,0.2143,3.6242,1.1156199999999998,1.2174899999999995,1.4082448159998,1.6340640000000002,1.480622,0.355878,-5.7760140400000015,2.984386,-0.24415228,-2.7029974,0.67999,7.580776183116798,33.731185275,1.570979586366356,1.5708382146969444,2.0944788781972914,764.7743950021656,0.10460601260032176,5.4642857142857135,1.93727834119,5.666666666666668,1.97780646562,6.0,2.0385986267700003,3.6666666666666665,-1.5403783765026058,1.2876335742959204,1,1,1
78,80.0,0.3125,0.6562,0.0312,6.3051,6.3051,23.9038,90.0137,90.0015,119.9979,0.2527,1.3415,1.036771,1.2229929999999998,1.7177335181003999,1.7463830000000002,1.384864,0.22199,-5.79691972,2.4497950000000004,-0.16077897,-2.7224117000000003,0.6967949999999999,7.684364347985199,57.7662850125,1.57103543690242,1.5708225067336763,2.0943584504789032,822.9827023708542,0.09720738937712232,5.6,2.01402405065,5.476190476190476,1.98795336374,5.0,1.87564886626,3.6666666666666665,-1.3755522645879885,0.2937883908835417,1,1,1
82,80.0,0.2188,0.3438,0.4375,6.6354,6.6351,24.4969,90.0091,90.0025,119.991,0.28,0.9661,1.064481,1.305434,2.4361656372291,1.7532960000000002,1.393579,0.42927489999999996,-5.68757366,2.271826,-0.22996197,-2.7473652000000004,0.7810060000000001,9.485911634059,80.10720304568002,1.570955151756828,1.5708399600261964,2.094238022760516,934.1050312956697,0.08564347404170848,5.285714285714286,2.02831384559,5.545454545454546,2.09060453932,5.571428571428571,2.09651416923,3.6666666666666665,-1.2729656758128873,-0.03448793045867319,1,1,1
89,80.0,0.2812,0.5,0.2188,6.4537,6.4535,24.1684,90.0101,90.0038,119.9946,0.2867,1.8095,1.051248,1.260948,2.042881194858,1.747196,1.3909319999999998,0.3205476,-5.7460191200000015,2.379004,-0.19449656,-2.7335356,0.735324,8.5140276020808,67.57088705432,1.5709726050493482,1.5708626493064723,2.094300854613588,871.7786624250516,0.09176641210449188,5.4444444444444455,2.01968457297,5.5,2.03214189866,5.571428571428571,2.04779341042,3.6666666666666665,-1.249318906092813,0.5930505640216601,1,1,1
93,80.0,0.7188,0.2812,0.0,6.1557,6.1554,23.5583,90.0171,89.9982,120.0036,0.2374,3.1829,1.090632,1.212812,1.4430581015172002,1.6662400000000002,1.4521959999999998,0.3010744,-5.790741840000001,2.84286,-0.21462615999999995,-2.706842,0.6784359999999999,7.472862481302401,39.00043754568,1.5710947780969875,1.5707649108683606,2.0944579342462672,773.0231980341738,0.10348977909517194,5.521739130434782,1.95607908856,5.4444444444444455,1.9400675091900004,0.0,0.0,3.6666666666666665,-1.4380087968065693,1.1577927309041411,1,1,0
116,80.0,0.3438,0.3125,0.3438,6.5261,6.5257,24.2821,90.0123,90.0054,119.9935,0.402,1.1281,1.072611,1.285444,2.2136474246043,1.7311070000000002,1.409207,0.4060844,-5.70910962,2.41119,-0.22933469,-2.7381178,0.7585160000000001,9.0516136640672,70.53911887068001,1.5710110022928918,1.570890574574504,2.094281655991816,895.6248268863394,0.08932311566007149,5.545454545454546,2.06099326345,5.6,2.07301727351,5.363636363636363,2.01914698258,3.6666666666666665,-0.9113031903631159,0.12053480162873767,1,1,1
128,80.0,0.625,0.0,0.375,6.4621,6.4617,24.1108,90.0146,90.0147,119.9959,0.2444,1.9135,1.115,1.2887499999999998,2.109834132375,1.67375,1.45875,0.490625,-5.689025000000001,2.67125,-0.277375,-2.729625,0.7562500000000001,9.13557812625,59.920211625,1.571051144865688,1.5710528901949399,2.0943235438938643,871.9279551645822,0.09175069972942827,5.35,1.9979818818,0.0,0.0,5.75,2.0858093401700004,3.6666666666666665,-1.4089490516846968,0.6489340258836199,1,0,1
133,80.0,0.3125,0.2188,0.4688,6.6284,6.6281,24.4665,90.01299999999998,90.0049,119.9915,0.4461,0.7928,1.0807289999999998,1.310757,2.4359244525246,1.7336170000000002,1.411386,0.46926,-5.67520528,2.353955,-0.25024603,-2.7457133,0.784455,9.605858396014801,77.5138016125,1.5710232195976557,1.5708818479282445,2.094246749406776,930.9736912555304,0.08593153678930536,5.4,2.05416047337,6.0,2.18422805751,5.333333333333333,2.03790201309,3.6666666666666665,-0.8072121368479179,-0.2321842959663589,1,1,1
157,80.0,0.2812,0.3438,0.375,6.5691,6.5688,24.3694,90.0106,90.0042,119.9924,0.2349,1.4018,1.066868,1.292188,2.2991060132328,1.7425099999999998,1.400304,0.4088006,-5.7021581600000015,2.34464,-0.22642384,-2.741658,0.766564,9.1993561039476,74.61472605431999,1.5709813316956085,1.5708696306234802,2.094262457370044,910.753018672686,0.08783940141816984,5.4444444444444455,2.0495786601400003,5.363636363636363,2.03043787695,5.666666666666668,2.09940099773,3.6666666666666665,-1.44859538731727,0.3377571250840873,1,1,1
166,80.0,0.2188,0.5938,0.1875,6.4508,6.4507,24.1753,90.0077,90.0036,119.9943,0.3069,1.1435,1.0394809999999999,1.255434,2.0260746987291003,1.7607959999999998,1.3785790000000002,0.28802490000000003,-5.75777366,2.326826,-0.17886196999999998,-2.7343652,0.731006,8.389035030559,68.83345304568,1.5709307171473,1.5708591586479683,2.0942956186258317,871.2601664441733,0.09182102325014999,5.857142857142858,2.10606171441,5.368421052631579,2.00183954625,5.5,2.03172142905,3.6666666666666665,-1.1812333173564464,0.13409373448069875,1,1,1
170,80.0,0.625,0.2188,0.1562,6.2998,6.2995,23.8295,90.0152,90.0059,119.9995,0.4439,1.6062,1.09312,1.24499,1.7509225429998,1.680314,1.445622,0.367003,-5.7504640400000016,2.719386,-0.23265228,-2.7182474,0.7124900000000001,8.1755917228668,50.053425625,1.5710616168411995,1.5708993012207642,2.0943863757469354,818.993699430861,0.0976808491391252,5.65,2.02115141475,5.285714285714286,1.9422225104,5.2,1.92204385759,3.6666666666666665,-0.8121559671421474,0.4738711407722248,1,1,1
173,80.0,0.4688,0.0312,0.5,6.6025,6.6021,24.3892,90.0166,90.01100000000002,119.9926,0.3317,1.4338,1.105632,1.315312,2.4008722362672,1.70124,1.439696,0.5240743999999999,-5.65989184,2.49536,-0.27977616,-2.741592,0.785936,9.7129929263024,72.23330289568001,1.5710860514507277,1.570988313012616,2.094265948028548,920.7697077962367,0.08688383134526807,5.466666666666668,2.0624034784,5.0,1.94307158565,5.5625,2.0844310317500003,3.6666666666666665,-1.1035243330291302,0.3603282624366348,1,1,1
178,80.0,0.4688,0.125,0.4062,6.5331,6.5327,24.2685,90.0151,90.0096,119.9939,0.3492,1.2786,1.096252,1.296552,2.247006116142,1.7040540000000002,1.434068,0.4710774,-5.68623088,2.515996,-0.26060344,-2.7367144000000003,0.7671760000000001,9.301444824669199,68.00339189568001,1.571059871511948,1.5709638784030882,2.094288637308824,897.0408837102676,0.08918211137613985,5.466666666666668,2.04432650245,5.5,2.05193967701,5.538461538461538,2.06061026181,3.6666666666666665,-1.05211045501669,0.24576572935048938,1,1,1
184,80.0,0.4688,0.0,0.5312,6.6257,6.6252,24.4294,90.0173,90.0113,119.9922,0.3432,1.2053,1.108752,1.321552,2.452051585392,1.700304,1.441568,0.5417023999999999,-5.65113088,2.488496,-0.28615344,-2.7432144,0.792176,9.849883126419199,73.64026689568001,1.5710982687554915,1.5709935490003717,2.09425896671154,928.7701900776357,0.08613540879613378,5.466666666666668,2.0684315187,0.0,0.0,5.529411764705882,2.0830247996,3.6666666666666665,-1.0694419113683298,0.18672849861216087,1,0,1
188,80.0,0.3125,0.1875,0.5,6.6515,6.6511,24.5067,90.0136,90.0049,119.9912,0.271,1.0964,1.08375,1.316875,2.4869199238125,1.7325,1.413125,0.486875,-5.6658625,2.346875,-0.2566125,-2.7470625,0.7906249999999999,9.741987975499999,78.91379331249998,1.5710336915731675,1.5708818479282445,2.09424151341902,939.0030843718927,0.08519673825513863,5.4,2.06008690759,5.333333333333333,2.04373407138,5.625,2.11241600181,3.6666666666666665,-1.305636458102436,0.09203208544649372,1,1,1
192,10.0,0.25,0.0,0.75,3.4282,3.4279,12.4378,90.0196,89.9997,119.9879,0.2351,1.0193,1.1,1.3675,2.93141892675,1.7375,1.4175,0.61325,-5.5980500000000015,2.2325,-0.29845,-2.76225,0.8425,10.850458888499999,92.85888465,1.5711384113282874,1.5707910908071407,2.0941839175537043,126.59641332169123,0.07899117943088348,3.0,2.01875779178,0.0,0.0,2.333333333333333,2.15091133802,1.6666666666666667,-1.4477443234361131,0.019116117192230143,1,0,1
203,80.0,0.0312,0.4688,0.5,6.7431,6.7427,24.7186,90.0005,89.9974,119.9883,0.2808,0.7935,1.044368,1.319688,2.6417837402328,1.78876,1.365304,0.41992559999999995,-5.67660816,2.07964,-0.21492384,-2.756908,0.799064,9.794171643697599,90.93696640431999,1.5708050534411566,1.5707509482343447,2.094190898870712,973.4174523180272,0.08218467812498499,6.0,2.2184938876,5.466666666666668,2.10130046585,5.5,2.10929092665,3.6666666666666665,-1.270112606830481,-0.2313017390156733,1,1,1
209,80.0,0.3125,0.4375,0.25,6.4667,6.4665,24.1851,90.0111,90.0042,119.9945,0.2289,1.8646,1.05875,1.266875,2.0768289853125,1.74,1.398125,0.345625,-5.736062500000001,2.401875,-0.2055125,-2.7340625000000003,0.740625,8.645111372,67.6400433125,1.5709900583418681,1.5708696306234802,2.094299109284336,875.900077959518,0.0913346191113108,5.5,2.0353997989700003,5.357142857142857,2.00272371683,5.75,2.08867603801,3.6666666666666665,-1.474470052023616,0.6230465528804562,1,1,1
210,80.0,0.625,0.2188,0.1562,6.2998,6.2995,23.8295,90.0152,90.0059,119.9995,0.3169,1.9064,1.09312,1.24499,1.7509225429998,1.680314,1.445622,0.367003,-5.7504640400000016,2.719386,-0.23265228,-2.7182474,0.7124900000000001,8.1755917228668,50.053425625,1.5710616168411995,1.5708993012207642,2.0943863757469354,818.993699430861,0.0976808491391252,5.55,2.00051640373,5.285714285714286,1.94222252153,5.6,2.0109260335,3.6666666666666665,-1.149169012285262,0.6452166468023953,1,1,1
214,80.0,0.6875,0.3125,0.0,6.165,6.1648,23.5817,90.0177,89.9981,120.0032,0.2311,3.1668,1.08625,1.2131249999999998,1.4602896601875002,1.6725,1.446875,0.293625,-5.7919375,2.8131250000000003,-0.2099875,-2.7079375,0.6793750000000001,7.4786689115,40.3382452875,1.5711052500724998,1.5707631655391086,2.09445095292926,776.1466450083408,0.10307330517307113,5.5,1.95426892999,5.5,1.95426893694,0.0,0.0,3.6666666666666665,-1.464904761701802,1.1527216143151415,1,1,0
234,80.0,0.1875,0.1562,0.6562,6.8071,6.8066,24.802,90.0136,89.9984,119.9883,0.2922,0.8037,1.0817709999999998,1.349243,2.8117769932253998,1.752633,1.401114,0.545365,-5.62619472,2.1935450000000003,-0.27000397,-2.7592867,0.8255450000000001,10.4497444757352,91.2933426875,1.5710336915731675,1.5707684015268648,2.094190898870712,995.3157357445656,0.08037650478835688,5.666666666666668,2.16456199703,5.2,2.04845983961,5.523809523809524,2.13110399477,3.6666666666666665,-1.2303167796655379,-0.21852921376346435,1,1,1
238,80.0,0.9375,0.0,0.0625,6.1382,6.1377,23.4744,90.0064,90.0065,120.0048,0.2903,3.4438,1.1275,1.223125,1.4251801370625,1.6206250000000002,1.493125,0.3884375,-5.7648375000000005,3.036875,-0.2598125,-2.7024375,0.6843750000000001,7.706510824374999,32.4713174375,1.5709080278670242,1.5709097731962762,2.0944788781972914,765.8625003300755,0.10445739276374176,5.5,1.94559711346,0.0,0.0,5.5,1.94559711786,3.6666666666666665,-1.236840407951553,1.2365755128699485,1,0,1
254,80.0,0.3125,0.4062,0.2812,6.4898,6.4896,24.2252,90.0111,90.0044,119.994,0.2812,1.4181,1.061771,1.272993,2.1278244566004,1.7388830000000002,1.399864,0.36324,-5.72671972,2.3947950000000002,-0.21187897,-2.7354117000000002,0.7467950000000001,8.7812409514852,69.0400350125,1.5709900583418681,1.5708731212819844,2.094290382638076,883.6361654659568,0.090534999727874,5.5,2.0414542361900003,5.384615384615384,2.0150390117400003,5.666666666666668,2.0777104429700004,3.6666666666666665,-1.268689119045627,0.34931794748516326,1,1,1
278,80.0,0.6562,0.3438,0.0,6.1745,6.1743,23.6052,90.0183,89.99799999999998,120.0028,0.2041,3.0532,1.0818679999999998,1.213438,1.4775212188577995,1.6787599999999998,1.441554,0.2861756,-5.79313316,2.7833900000000003,-0.20534884,-2.709033,0.6803140000000001,7.4844753416976,41.67605302932,1.5711157220480114,1.5707614202098563,2.094443971612251,779.3195258928624,0.10265365789256264,5.428571428571429,1.94196456985,5.636363636363638,1.9844449405,0.0,0.0,3.6666666666666665,-1.5891452091663378,1.1161902209421781,1,1,0
280,80.0,0.6875,0.3125,0.0,6.165,6.1648,23.5817,90.0177,89.9981,120.0032,0.2506,3.0935,1.08625,1.2131249999999998,1.4602896601875002,1.6725,1.446875,0.293625,-5.7919375,2.8131250000000003,-0.2099875,-2.7079375,0.6793750000000001,7.4786689115,40.3382452875,1.5711052500724998,1.5707631655391086,2.09445095292926,776.1466450083408,0.10307330517307113,5.545454545454546,1.96357042445,5.4,1.93325444958,0.0,0.0,3.6666666666666665,-1.3838972365201692,1.1293031359889065,1,1,0
289,80.0,0.5938,0.4062,0.0,6.1935,6.1934,23.6522,90.0189,89.99799999999998,120.0021,0.2186,2.9631,1.073132,1.214062,1.5118742303922001,1.69124,1.4309459999999998,0.2713244,-5.79551684,2.72411,-0.19610116,-2.7112170000000004,0.682186,7.4960511003024015,44.34312022068,1.5711261940235235,1.5707614202098563,2.094431754307488,785.7026665336897,0.10181968753261156,5.473684210526316,1.9567951651,5.538461538461538,1.97022147901,0.0,0.0,3.6666666666666665,-1.5205117032396989,1.0862360176000543,1,1,0
290,80.0,0.125,0.4688,0.4062,6.6429,6.6426,24.5273,90.0041,90.0011,119.9904,0.3288,0.8297,1.0481200000000002,1.29999,2.4362779969998,1.772814,1.375622,0.389253,-5.69936404,2.1893860000000003,-0.20965228,-2.7487474,0.77749,9.365222802366805,82.697906325,1.5708678852942282,1.5708155254166685,2.0942275507850043,937.3854161508928,0.08534376428480966,5.5,2.0825629945599995,5.533333333333332,2.09027012686,5.461538461538462,2.07355325596,3.6666666666666665,-1.1123056158001123,-0.18669108931189746,1,1,1
292,80.0,0.0625,0.4688,0.4688,6.7097,6.7093,24.6548,90.0017,89.9988,119.98899999999999,0.3746,0.7126,1.0457290000000001,1.313257,2.5735567102746,1.7836169999999998,1.368886,0.40976,-5.684755279999999,2.1164549999999998,-0.21319603,-2.7544633000000003,0.791955,9.6522356340148,88.1991669625,1.5708259973921803,1.5707753828438729,2.0942031161754757,961.3035749742912,0.0832203292306902,6.0,2.20871130106,5.666666666666668,2.1386100911700003,5.266666666666667,2.04277552458,3.6666666666666665,-0.981896488972149,-0.33883502581040137,1,1,1
306,80.0,0.25,0.0625,0.6875,6.8101,6.8096,24.7952,90.0171,90.0006,119.9885,0.316,0.6817,1.09375,1.355,2.8288961921249998,1.739375,1.4137499999999998,0.5779375,-5.6156000000000015,2.24625,-0.285675,-2.759,0.8300000000000001,10.576239737625,90.04044715,1.5710947780969875,1.5708067987704086,2.0941943895292163,995.918103396855,0.08032789014190805,5.5,2.1258298840200003,5.5,2.12582990835,5.5,2.1258298995,3.6666666666666665,-1.152013065395225,-0.3831656006133975,1,1,1
320,80.0,0.4375,0.4062,0.1562,6.3577,6.3575,23.9705,90.0147,90.0037,119.9974,0.2395,1.8922,1.066771,1.246743,1.8539628584754,1.7176330000000002,1.413614,0.322365,-5.75704472,2.541045,-0.20485397,-2.7245367000000003,0.7180449999999999,8.209614030735201,58.0604773375,1.5710528901949399,1.5708609039772201,2.0943497238326434,839.0840722049197,0.09534205528389833,5.428571428571429,1.99048032838,5.461538461538462,1.99777201458,5.8,2.06783925211,3.6666666666666665,-1.429201862131167,0.6377401732882069,1,1,1
332,80.0,0.3125,0.625,0.0625,6.3282,6.3281,23.94400000000001,90.0131,90.00200000000002,119.9974,0.2406,1.3780000000000001,1.04,1.229375,1.7692607814375,1.7456250000000002,1.386875,0.2396875,-5.788712500000001,2.443125,-0.1671875,-2.7243125,0.703125,7.822453919375,59.1847308125,1.5710249649269084,1.5708312333799366,2.0943497238326434,830.409340004636,0.0963380301088056,5.5,1.99910261429,5.5,1.99910261607,5.5,1.99910262498,3.6666666666666665,-1.4246194754415584,0.3206331725914669,1,1,1
335,80.0,0.4375,0.5625,0.0,6.2421,6.2421,23.7696,90.0178,89.9991,120.0001,0.2026,2.6535,1.05125,1.215625,1.5979219179375,1.7225,1.404375,0.234125,-5.8014875,2.575625,-0.1729375,-2.7166875,0.686875,7.5250461495,51.0236106375,1.5711069954017514,1.5707806188316291,2.0943968477224475,802.0722383776614,0.0997416394336434,5.428571428571429,1.96069526654,5.5555555555555545,1.9874597825,0.0,0.0,3.6666666666666665,-1.596521687167554,0.9758795232858127,1,1,0
336,80.0,0.4062,0.25,0.3438,6.5063,6.506,24.2351,90.0137,90.0068,119.9942,0.4023,1.2391,1.081248,1.284698,2.179110535233,1.718446,1.4196819999999999,0.4209226,-5.70614412,2.470254,-0.23857156,-2.7356606,0.7565740000000001,9.039277284830801,67.86507937932001,1.57103543690242,1.570915009184032,2.09429387329658,888.4826295097824,0.09004115257057953,5.538461538461538,2.05387939303,5.75,2.09915109851,5.2727272727272725,1.99186140886,3.6666666666666665,-0.9105572000263945,0.21438530964031025,1,1,1
337,80.0,0.375,0.2188,0.4062,6.5624,6.562,24.339000000000002,90.0137,90.0066,119.993,0.2949,1.0686,1.08312,1.2974899999999998,2.2986457392498,1.7228139999999998,1.4181219999999999,0.44875299999999996,-5.68981404,2.426886,-0.24670228,-2.7399974,0.7699900000000001,9.3188455643668,72.01254097500002,1.57103543690242,1.5709115185255282,2.0942729293455558,907.7429569643635,0.08813067552463602,5.416666666666668,2.04081835835,5.571428571428571,2.07626341121,5.538461538461538,2.06887901991,3.6666666666666665,-1.2211189631609065,0.06634938054153391,1,1,1
338,80.0,0.4375,0.25,0.3125,6.4734,6.4731,24.1714,90.014,90.0071,119.9949,0.2449,1.8368,1.0825,1.2781249999999995,2.1105355910625,1.7131250000000002,1.423125,0.4106875,-5.7137375,2.506875,-0.2368125,-2.7329375,0.749375,8.896141903875,65.11579813750001,1.5710406728901758,1.570920245171788,2.094306090601344,877.2017367102104,0.09119908984679603,5.357142857142857,2.00369363925,5.5,2.03646909919,5.7,2.07959470438,3.6666666666666665,-1.406905315024015,0.6080249271431102,1,1,1
