,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,avg_rs_max,avg_rCovalent,avg_vIonic,avg_electronegativity,avg_rp_max,avg_LUMO,avg_IP,avg_rd_max,avg_EA,avg_HOMO,avg_rIonic,avg_vCovalent,avg_mass,lattice_angle_alpha_degree_r,lattice_angle_beta_degree_r,lattice_angle_gamma_degree_r,vol,atomic_density,Al_coord, Al_O_mean, Ga_coord, Ga_O_mean, In_coord, In_O_mean, O_coord,Hf_log,band_log,Al?,Ga?,In?
229,80.0,0.4375,0.2812,0.2812,24.3927,6.202000000000001,6.0758,89.9997,104.5965,90.0001,0.1479,1.8403,1.0792709999999999,1.2717429999999998,2.0590083277254,1.7138830000000005,1.421114,0.39299,-5.72194472,2.513545,-0.23040397,-2.7310367,0.743045,8.7580523324852,63.69735233750001,1.5707910908071407,1.8255533110622488,1.5707980721241486,889.5018838352343,0.0899379770339179,4.857142857142857,1.96453822259,4.666666666666667,1.94952022608,5.5555555555555545,2.01079365183,3.333333333333333,-1.9112189092653828,0.6099286018090118,1,1,1
242,20.0,0.75,0.0,0.25,12.0381,3.0478,5.9801,89.9993,104.6228,90.0002,0.1511,2.783,1.12,1.2625,1.83597253425,1.6525,1.4725,0.44975,-5.71935,2.8175,-0.27035,-2.71875,0.7275,8.563951205499999,48.94065395,1.5707841094901327,1.8260123326555235,1.5707998174534008,212.30130373803883,0.09420573330382488,3.333333333333333,1.91369072248,0.0,0.0,4.0,1.9867177084,2.333333333333333,-1.8898134097034431,1.0235294825437538,1,0,1
244,20.0,0.25,0.0,0.75,12.2319,3.2589,6.5962,90.0,105.6922,90.0001,0.3427,0.7994,1.1,1.3675,2.93141892675,1.7375,1.4175,0.61325,-5.5980500000000015,2.2325,-0.29845,-2.76225,0.8425,10.850458888499999,92.85888465,1.5707963267948966,1.8446768836763507,1.5707980721241486,253.14108322403771,0.07900732565918342,3.5,2.04777690193,0.0,0.0,3.5,2.04777690193,2.333333333333333,-1.0708998501015738,-0.2238938327049139,1,0,1
245,80.0,0.3438,0.3125,0.3438,24.4736,6.2637,6.1591,89.9998,104.7285,90.0001,0.1571,1.7474,1.072611,1.285444,2.2136474246043,1.7311070000000002,1.409207,0.4060844,-5.70910962,2.41119,-0.22933469,-2.7381178,0.7585160000000001,9.0516136640672,70.53911887068001,1.5707928361363923,1.827857145674881,1.5707980721241486,913.1372099389699,0.08761005370194787,4.545454545454546,1.95715457147,5.0,1.9928824739,5.454545454545454,2.02265572592,3.333333333333333,-1.8508727337205617,0.5581289688818573,1,1,1
253,20.0,0.625,0.375,0.0,12.1361,2.9957,5.7492,89.9994,103.8806,90.0002,0.057,3.3501,1.0775,1.21375,1.4946977246250002,1.685,1.43625,0.27875,-5.7943250000000015,2.75375,-0.200725,-2.710125,0.6812499999999999,7.490263221,43.009586625,1.5707858548193845,1.8130584989472216,1.5707998174534008,202.91476561821648,0.09856355174088187,3.2,1.86248919641,4.0,1.97059785133,0.0,0.0,2.333333333333333,-2.864704011147587,1.208990196137719,1,1,0
255,80.0,0.2812,0.25,0.4688,24.5056,6.3514,6.3003,89.9999,105.0268,90.0001,0.1383,1.5896,1.076248,1.3109479999999998,2.452972133358,1.739696,1.405932,0.4617976,-5.67581912,2.324004,-0.24559656,-2.7465356,0.785324,9.6109042055808,78.84463705431999,1.5707945814656443,1.83306346283358,1.5707980721241486,947.0770888522104,0.08447042056202023,4.2222222222222205,1.95315604751,4.75,1.99977937439,5.6,2.05639341416,3.333333333333333,-1.9783300403114246,0.46348241225547,1,1,1
259,20.0,0.375,0.625,0.0,12.2659,3.0312,5.8004,89.9997,103.7911,90.0002,0.0413,2.6021,1.0425,1.21625,1.6323299823750002,1.735,1.39375,0.21925,-5.803875,2.5162500000000003,-0.163675,-2.718875,0.68875,7.536640458999997,53.694951975,1.5707910908071407,1.8114964292666864,1.5707998174534008,209.443942711404,0.09549094493297576,3.333333333333333,1.9038118783,3.6,1.94300588843,0.0,0.0,2.333333333333333,-3.18689277901515,0.9563188113272276,1,1,0
260,80.0,0.3125,0.4375,0.25,24.5308,6.2201,6.0692,89.9998,104.4695,90.0001,0.0826,2.0494,1.05875,1.266875,2.0768289853125,1.74,1.398125,0.345625,-5.736062500000001,2.401875,-0.2055125,-2.7340625000000003,0.740625,8.645111372,67.6400433125,1.5707928361363923,1.823336742912216,1.5707980721241486,896.6889999304187,0.08921710872577654,4.6,1.94878473465,4.714285714285714,1.95829470435,6.0,2.04031819301,3.333333333333333,-2.4937455984552046,0.7175470673834804,1,1,1
266,80.0,0.4062,0.2812,0.3125,24.4169,6.2284,6.1143,89.9997,104.6682,90.0001,0.2039,1.6095,1.078019,1.2783159999999998,2.1275832718959,1.7192040000000002,1.417671,0.4032251,-5.71435134,2.4769240000000003,-0.23216303,-2.7337597999999996,0.7502439999999999,8.901187713440997,66.44663357932001,1.5707910908071407,1.8268047121359283,1.5707980721241486,899.5465405493138,0.08893369758405993,5.0769230769230775,1.9880999021,4.666666666666667,1.95718650376,5.2,1.99642274012,3.333333333333333,-1.5901256014017275,0.4759235717567258,1,1,1
268,80.0,0.4688,0.25,0.2812,24.3602,6.1931,6.0694,89.9997,104.6073,90.0001,0.1783,2.044,1.083752,1.2715519999999998,2.041960646892,1.707804,1.426568,0.4004524,-5.72133088,2.543496,-0.23505344,-2.7302144,0.7421760000000001,8.7530065229192,62.36651689568001,1.5707910908071407,1.8257418066214641,1.5707980721241486,886.0641026968749,0.0902869214050174,4.933333333333334,1.96768041796,4.75,1.9537228301400005,5.333333333333333,1.99480254885,3.333333333333333,-1.7242877541130424,0.714908672341458,1,1,1
269,20.0,0.5,0.5,0.0,12.200999999999999,3.0134,5.7748,89.9995,103.8357,90.0002,0.0402,2.9343,1.06,1.215,1.5635138535,1.71,1.415,0.249,-5.7991,2.635,-0.1822,-2.7145,0.685,7.51345184,48.3522693,1.5707876001486365,1.812274846113076,1.5707998174534008,206.1588048622212,0.09701259188694986,3.5,1.9189133118,3.5,1.9189133118,0.0,0.0,2.333333333333333,-3.2138882833571616,1.07646892398242,1,1,0
270,80.0,0.0,0.9375,0.0625,24.9052,6.204,5.9412,90.0001,103.8403,90.0001,0.0107,1.8683,0.99625,1.2325,1.941301103625,1.808125,1.3337500000000002,0.1653125,-5.80065,2.14625,-0.120875,-2.73525,0.7125,7.880425466875,72.5414375,1.5707980721241486,1.8123551312586683,1.5707980721241486,891.3333071141885,0.08975318139856207,0.0,0.0,4.933333333333334,1.97038570295,6.0,2.03755445388,3.333333333333333,-4.537511537514277,0.6250289264836547,0,1,1
272,80.0,0.3438,0.3125,0.3438,24.4736,6.2637,6.1591,89.9998,104.7285,90.0001,0.1483,1.861,1.072611,1.285444,2.2136474246043,1.7311070000000002,1.409207,0.4060844,-5.70910962,2.41119,-0.22933469,-2.7381178,0.7585160000000001,9.0516136640672,70.53911887068001,1.5707928361363923,1.827857145674881,1.5707980721241486,913.1372099389699,0.08761005370194787,4.545454545454546,1.95715457147,4.8,1.97799584789,5.636363636363638,2.03322042825,3.333333333333333,-1.9085180298382507,0.6211139776601137,1,1,1
275,80.0,0.1562,0.3438,0.5,24.6273,6.4045,6.3578,90.0001,105.0628,90.0001,0.20199999999999999,1.1492,1.061868,1.318438,2.5729676113577997,1.7637599999999998,1.3865539999999998,0.44967559999999995,-5.67183316,2.1983900000000003,-0.23344884,-2.752533,0.7953140000000001,9.7709830246976,85.59428372932,1.5707980721241486,1.8336917813642981,1.5707980721241486,968.3332468630904,0.08261618637918247,5.2,2.04741548824,4.727272727272728,2.01320944474,5.125,2.04240972578,3.333333333333333,-1.5994875815809324,0.13906604812299744,1,1,1
276,80.0,0.1562,0.8125,0.0312,24.750999999999998,6.1421,5.8772,90.0,103.8047,90.0001,0.0215,2.1204,1.014889,1.2245559999999998,1.8037812056457,1.777643,1.358293,0.1847906,-5.80289038,2.3013100000000004,-0.13761531000000002,-2.7278822000000007,0.701484,7.713359397182798,64.44677542932,1.5707963267948966,1.8117337940449576,1.5707980721241486,867.6621158108547,0.092201789777623,5.2,1.9718688955,4.9230769230769225,1.95182681134,6.0,2.01937605797,3.333333333333333,-3.83970234384852,0.751604750131514,1,1,1
302,80.0,0.0,0.6875,0.3125,24.8392,6.343999999999999,6.1971,90.0002,104.529,90.0001,0.021,1.4941,1.02125,1.2825,2.351392042125,1.800625,1.34875,0.3065625,-5.73045,2.09125,-0.171975,-2.74825,0.7625,8.977302070375,83.81518750000002,1.5707998174534008,1.8243752138171525,1.5707980721241486,945.3093783038098,0.08462837864101785,0.0,0.0,4.545454545454546,1.97931622618,6.0,2.07668572508,3.333333333333333,-3.863232841258714,0.4015240188749021,0,1,1
311,80.0,0.125,0.625,0.25,24.7257,6.2734,6.1075,90.0001,104.4048,90.0001,0.0549,1.6532,1.0325,1.2687499999999998,2.180053178625,1.7775,1.36625,0.301,-5.7432250000000025,2.22375,-0.177725,-2.740625,0.74625,8.679894300499999,75.654067325,1.5707980721241486,1.822207514886176,1.5707980721241486,917.5772177995086,0.08718612281138835,5.0,1.99547379765,4.6,1.96376613772,6.0,2.05624681251,3.333333333333333,-2.9022419304666522,0.5027128036554402,1,1,1
