,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,avg_rs_max,avg_rCovalent,avg_vIonic,avg_electronegativity,avg_rp_max,avg_LUMO,avg_IP,avg_rd_max,avg_EA,avg_HOMO,avg_rIonic,avg_vCovalent,avg_mass,lattice_angle_alpha_degree_r,lattice_angle_beta_degree_r,lattice_angle_gamma_degree_r,vol,atomic_density,Al_coord, Al_O_mean, Ga_coord, Ga_O_mean, In_coord, In_O_mean, O_coord,Hf_log,band_log,Al?,Ga?,In?
91,30.0,0.0,0.0833,0.9167,5.5351,5.5345,14.6534,89.9979,89.9993,120.0011,0.1023,0.9843,1.0816700000000001,1.4033399999999998,3.3424998222917996,1.782499,1.3850019999999998,0.6479354999999999,-5.56079064,1.958326,-0.29547348,-2.7796684,0.8833399999999999,11.628233445713803,111.0615865,1.5707596748806048,1.5707841094901327,2.0944143010149667,388.7479262371669,0.07717082966944919,0.0,0.0,6.0,2.20207215809,6.0,2.2020721460900003,4.0,-2.279845606024556,-0.01582455034697146,0,1,1
95,30.0,0.5833,0.3333,0.0833,4.9585,4.9582,13.427999999999999,89.9912,90.0099,120.0012,0.1261,3.4081,1.079893,1.230705,1.654113208089,1.6906599999999998,1.4340260000000002,0.3158769,-5.77194548,2.695593,-0.21156077,-2.7156429000000006,0.699091,7.862717607952999,48.54134676538,1.570642737820721,1.5709691143908442,2.0944160463442194,285.8979645786476,0.10493254138487336,6.0,1.98786636587,6.0,1.98786636557,6.0,1.98786634615,4.0,-2.070680036011263,1.2261549512595848,1,1,1
103,60.0,0.7083,0.0417,0.25,10.0279,5.0137,13.5526,89.9895,90.0112,120.0016,0.2221,3.2429,1.114162,1.2629169999999998,1.8589295948427,1.6608400000000003,1.465411,0.4398254,-5.7209429400000005,2.777885,-0.26417006,-2.7202095,0.728751,8.5716869287984,50.72297289038002,1.5706130672234373,1.57099180367112,2.0944230276612275,590.0850039979102,0.10168026571339964,6.0,2.0114513109,6.0,2.0114521669,6.0,2.01145071116,4.0,-1.5046275480817553,1.176467991203746,1,1,1
114,60.0,0.8333,0.125,0.0417,9.7501,4.8748,13.2566,89.9866,90.0143,120.0017,0.0684,4.5094,1.1108319999999998,1.2200070000000005,1.4484256960095,1.642089,1.474163,0.35188590000000003,-5.77465858,2.942461,-0.24011854,-2.7050029,0.6833410000000001,7.6345807237622,35.98700171538,1.5705624526751292,1.5710459088779318,2.0944247729904792,545.6588451565647,0.10995881498591734,6.0,1.95964745896,6.0,1.95964640836,6.0,1.95964831693,4.0,-2.682382454353632,1.5061641069702747,1,1,1
122,60.0,0.6667,0.1667,0.1667,9.9621,4.9808,13.4799,89.99,90.0109,120.0014,0.1466,3.475,1.100107,1.246795,1.7453731796609997,1.6718400000000002,1.453474,0.38287309999999997,-5.74650452,2.756907,-0.24098923,-2.7176071,0.713409,8.214685437546999,48.751576484619996,1.570621793869697,1.570986567683364,2.0944195370027234,579.2434956066222,0.1035833815227636,6.0,1.99906024721,6.0,1.99905970585,6.0,1.99906043189,4.0,-1.9200474895295858,1.2455944790167555,1,1,1
123,30.0,0.1667,0.1667,0.6667,5.3641,5.3636,14.29,89.99700000000001,90.0018,120.0011,0.2271,1.4369999999999998,1.080107,1.351795,2.8408195721609997,1.7568400000000002,1.3984739999999998,0.5463731,-5.62520452,2.171907,-0.26908923,-2.7611071,0.8284090000000001,10.501193120547,92.66980718462,1.5707439669173369,1.5708277427214326,2.0944143010149667,356.05024880654963,0.08425777007755919,6.0,2.13899115742,6.0,2.13899117325,6.0,2.13899116138,4.0,-1.4823648298706242,0.3625576070968878,1,1,1
130,30.0,0.5,0.0833,0.4167,5.1519,5.1516,13.8434,89.9929,90.0073,120.0014,0.2485,2.2335,1.10167,1.29834,2.2470534297918,1.697499,1.440002,0.4844355,-5.68209064,2.543326,-0.26737347999999994,-2.7361684,0.7683399999999999,9.3417257627138,67.1433558,1.5706724084180048,1.570923735830292,2.0944195370027234,318.1828937355328,0.09428539557169087,6.0,2.06012754528,6.0,2.06012756249,6.0,2.06012755419,4.0,-1.3923124334454537,0.8035698618100362,1,1,1
134,30.0,0.25,0.3333,0.4167,5.2138,5.2134,13.9681,89.9966,90.0034,120.0009,0.2109,1.9323,1.0666699999999998,1.30084,2.3846856875418,1.747499,1.397502,0.4249355,-5.69164064,2.305826,-0.23032348,-2.7449183999999995,0.7758400000000001,9.3881030007138,77.82872114999998,1.5707369856003288,1.5708556679894643,2.094410810356464,328.80577968943317,0.09123927209654248,6.0,2.08286213278,6.0,2.08286213503,6.0,2.08286213015,4.0,-1.556371191497408,0.6587110032388176,1,1,1
140,60.0,0.5833,0.0833,0.3333,10.1762,5.0878,13.7084,89.9916,90.0089,120.0015,0.218,2.7698,1.104893,1.280705,2.0642041465889998,1.6831599999999998,1.449026,0.4571269,-5.7017454800000005,2.640593,-0.26266077,-2.7286429,0.7490910000000001,8.959594211453,59.81509676538,1.570649719137729,1.5709516610983238,2.094421282331975,614.6480295494292,0.09761684267333172,6.0,2.03900022345,6.0,2.0389998039,6.0,2.03900054099,4.0,-1.523260216193048,1.0187751154264804,1,1,1
141,30.0,0.0833,0.25,0.6667,5.3847,5.3842,14.3315,89.9982,90.0005,120.0009,0.1496,1.3464,1.0683319999999998,1.352507,2.8865498155095,1.773339,1.3841629999999998,0.5265108999999999,-5.62780858,2.092461,-0.25671854,-2.7637529,0.8308409999999999,10.5159039465122,96.22747276538,1.5707649108683606,1.5708050534411566,2.094410810356464,359.8330390520606,0.0833719996335845,6.0,2.14657412589,6.0,2.14657410473,6.0,2.14657411744,4.0,-1.8997902134417601,0.2974343638944592,1,1,1
147,30.0,0.4167,0.3333,0.25,5.0862,5.0858,13.6981,89.9942,90.0065,120.001,0.1904,2.6278,1.073338,1.265833,2.0194638602823,1.7191599999999998,1.4158389999999998,0.3704246,-5.73208206,2.500865,-0.22095494,-2.7304155000000003,0.737499,8.6257813392016,63.186383034619986,1.5706950976982808,1.5709097731962762,2.0944125556857154,306.8593037887638,0.09776467465575506,6.0,2.03535444414,6.0,2.0353544491,6.0,2.0353544198599995,4.0,-1.658628156624872,0.9661469942255847,1,1,1
153,30.0,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.0995,4.3239,1.114893,1.228205,1.516480950339,1.6406600000000002,1.4765260000000002,0.3753769,-5.76239548,2.9330929999999995,-0.24861077,-2.7068929000000006,0.6915910000000001,7.816340369953001,37.85598141538,1.5705659433336334,1.5710424182194278,2.0944247729904792,276.2193365041586,0.1086093406047564,6.0,1.96515316671,6.0,1.9651531783900005,6.0,1.96515314843,4.0,-2.30759763481759,1.4641577727750297,1,1,1
154,60.0,0.6667,0.0833,0.25,10.0485,5.024,13.5733,89.9901,90.0106,120.0015,0.2066,3.0472,1.1083379999999998,1.2633329999999998,1.8818316025323,1.6691600000000002,1.4583389999999998,0.4299246,-5.7225320600000025,2.7383649999999995,-0.25800494,-2.7216655000000003,0.729999,8.5794041012016,52.501017684619995,1.5706235391989491,1.5709813316956085,2.094421282331975,593.4175326365523,0.10110924719972494,6.0,2.01523967017,6.0,2.01523930746,6.0,2.0152402788,4.0,-1.576970722296599,1.1142231361822572,1,1,1
159,30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0515,4.2897,1.083338,1.213333,1.4717406640323,1.6766599999999998,1.443339,0.28867459999999995,-5.79273206,2.793365,-0.20690494,-2.7086655,0.679999,7.482527497701597,41.227267684619996,1.5706113218941848,1.5710005303173795,2.0944160463442194,275.7870771620909,0.10877957121380208,6.0,1.96413012402,6.0,1.96413012948,0.0,0.0,4.0,-2.966173471312447,1.4562168004247742,1,1,0
168,30.0,0.4167,0.4167,0.1667,5.043,5.0426,13.6046,89.9941,90.0068,120.0009,0.1382,2.8254,1.065107,1.249295,1.883005437411,1.7218400000000005,1.410974,0.32337309999999997,-5.75605452,2.519407,-0.20393923,-2.7263571,0.720909,8.261062675546999,59.43694183462,1.5706933523690287,1.570915009184032,2.094410810356464,299.60975833532416,0.10013024998479493,6.0,2.01918212413,6.0,2.01918213022,6.0,2.01918212313,4.0,-1.9790533676485675,1.038649947495427,1,1,1
169,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0606,3.7804,1.06,1.215,1.5635138535,1.71,1.415,0.249,-5.7991,2.635,-0.1822,-2.7145,0.685,7.51345184,48.3522693,1.5706619364424932,1.5709516610983238,2.094410810356464,282.2113960343946,0.10630329044665418,6.0,1.97927190243,6.0,1.97927189241,0.0,0.0,4.0,-2.803460385906868,1.329829824138764,1,1,0
175,30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0428,4.2811,1.083338,1.213333,1.4717406640323,1.6766599999999998,1.443339,0.28867459999999995,-5.79273206,2.793365,-0.20690494,-2.7086655,0.679999,7.482527497701597,41.227267684619996,1.5706113218941848,1.5710005303173795,2.0944160463442194,275.7870771620909,0.10877957121380208,6.0,1.96413012028,6.0,1.96413013696,0.0,0.0,4.0,-3.151217176394386,1.4542099859182558,1,1,0
179,30.0,0.4167,0.0,0.5833,5.2589999999999995,5.2586,14.0718,89.9939,90.0057,120.0015,0.2757,1.8436,1.106668,1.332493,2.5661970994905,1.7091610000000002,1.435837,0.5587390999999999,-5.63849142,2.427539,-0.28908146,-2.7477471,0.8041590000000001,10.0881372269878,78.21654653462,1.570689861710525,1.5708958105622604,2.094421282331975,337.0132887868135,0.08901726133113189,6.0,2.10272649218,0.0,0.0,6.0,2.10272649713,4.0,-1.288441960952386,0.6117201818642161,1,0,1
186,30.0,0.0833,0.9167,0.0,5.0391,5.0386,13.584000000000001,89.9993,90.00200000000002,120.0,0.0744,2.5823,1.0016619999999998,1.219167,1.7929193007176998,1.7933400000000002,1.3441610000000002,0.1498254,-5.8150179400000015,2.239135,-0.12044506,-2.7290845,0.6975009999999999,7.5907534202984,66.16263626538,1.5707841094901327,1.5708312333799366,2.094395102393196,298.6903306163817,0.10043847063308534,6.0,2.01974070433,6.0,2.01974069323,0.0,0.0,4.0,-2.598299337143091,0.9486804746758062,1,1,0
200,30.0,0.4167,0.3333,0.25,5.0862,5.0858,13.6981,89.9942,90.0065,120.001,0.1985,2.6453,1.073338,1.265833,2.0194638602823,1.7191599999999998,1.4158389999999998,0.3704246,-5.73208206,2.500865,-0.22095494,-2.7304155000000003,0.737499,8.6257813392016,63.186383034619986,1.5706950976982808,1.5709097731962762,2.0944125556857154,306.8593037887638,0.09776467465575506,6.0,2.03535443867,6.0,2.03535444062,6.0,2.03535444027,4.0,-1.616966178854892,0.9727844804286196,1,1,1
206,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0772,3.3819999999999997,1.048338,1.215833,1.6093729217822998,1.72666,1.400839,0.2291746,-5.8022820600000005,2.5558650000000003,-0.16985494,-2.7174155000000004,0.6874990000000001,7.528904735701599,51.91263303462,1.5706881163812734,1.570927226488796,2.09440731969796,285.4575763387698,0.1050944255352227,6.0,1.98943199101,6.0,1.98943199493,0.0,0.0,4.0,-2.5613558219514063,1.2184672504763885,1,1,0
216,30.0,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,0.1295,3.6619,1.1116700000000002,1.2458399999999998,1.6993302335418,1.654999,1.467502,0.4026855,-5.74274064,2.835826,-0.25332347999999993,-2.7144184000000005,0.7108399999999999,8.1984719212138,45.18424045,1.5705973592601692,1.5710110022928918,2.0944230276612275,286.34119695290934,0.10477011453204793,6.0,1.98888904585,6.0,1.98888901992,6.0,1.98888903722,4.0,-2.0440743978425444,1.2979821383972128,1,1,1
218,30.0,0.5,0.3333,0.1667,5.0223,5.022,13.5631,89.9927,90.0082,120.0011,0.163,2.8518,1.0766699999999998,1.2483399999999998,1.8369624912918,1.7049990000000002,1.425002,0.3431855,-5.75229064,2.598326,-0.21627348,-2.7231684,0.71834,8.2448491592138,55.8696058,1.5706689177595008,1.57093944379356,2.0944143010149667,296.25394051427367,0.1012644758342196,6.0,2.01160786801,6.0,2.01160785788,6.0,2.01160785788,4.0,-1.8140050781753747,1.0479503738658817,1,1,1
226,30.0,0.75,0.1667,0.0833,4.9172,4.917,13.3449,89.9883,90.0127,120.0015,0.1225,4.0806,1.10333,1.2291599999999998,1.5625238964581998,1.657501,1.462498,0.3555645,-5.76615936,2.854174,-0.23627652,-2.7100816000000005,0.69416,7.8325538862862,41.42331745,1.5705921232724132,1.5710179836098999,2.094421282331975,279.4199810967155,0.10736526386642377,6.0,1.97272353948,6.0,1.97272353699,6.0,1.97272354747,4.0,-2.0996442489973552,1.4062440364275108,1,1,1
235,30.0,0.4167,0.0833,0.5,5.2158,5.2154,13.9784,89.994,90.0058,120.0013,0.2281,2.0619,1.0983379999999998,1.315833,2.4295547987823,1.7116600000000002,1.430839,0.5116746,-5.66188206,2.445865,-0.27205494,-2.7434155,0.787499,9.7226579427016,74.46013303462,1.5706916070397767,1.570897555891512,2.094417791673472,329.29941253523606,0.09110250081843042,6.0,2.0838834314200003,6.0,2.08388343949,6.0,2.08388342239,4.0,-1.4779711496917947,0.7236278878135322,1,1,1
241,30.0,0.0,0.0,1.0,5.5783,5.5777,14.7469,89.9974,89.9993,120.0013,0.0758,0.9439,1.09,1.42,3.479142123,1.78,1.39,0.695,-5.5374,1.94,-0.3125,-2.784,0.9,11.99371273,114.818,1.5707509482343447,1.5707841094901327,2.094417791673472,397.358671966038,0.07549854103238016,0.0,0.0,0.0,0.0,6.0,2.21826485537,4.0,-2.579656986333811,-0.05773505065123837,0,0,1
243,30.0,0.25,0.75,0.0,4.9979,4.9974,13.5009,89.9966,90.0048,120.0003,0.0723,3.0501,1.025,1.2175,1.70114611125,1.76,1.3725,0.1895,-5.80865,2.3975,-0.14515,-2.72325,0.6924999999999999,7.559829078,59.03763465,1.5707369856003288,1.5708801025989922,2.0944003383809515,292.0274744225297,0.10273006010589776,6.0,2.00458502345,6.0,2.0045850369,0.0,0.0,4.0,-2.626931149817418,1.115174376967088,1,1,0
247,30.0,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.0647,3.2502,1.036662,1.216667,1.6552870429676998,1.74334,1.3866610000000001,0.2093254,-5.80546794,2.476635,-0.15749505999999994,-2.7203345000000003,0.690001,7.544376182298398,55.477270915380004,1.5707125509908009,1.5709027918792682,2.094403829039455,288.726199989794,0.10390466816333416,6.0,1.99700817591,6.0,1.99700818547,0.0,0.0,4.0,-2.7379940774752822,1.178716532909771,1,1,0
261,30.0,0.25,0.0,0.75,5.3867,5.3862,14.3418,89.9956,90.0029,120.0014,0.2119,1.4733,1.1,1.3675,2.93141892675,1.7375,1.4175,0.61325,-5.5980500000000015,2.2325,-0.29845,-2.76225,0.8425,10.850458888499999,92.85888465,1.570719532307809,1.5708469413432042,2.0944195370027234,360.3573877800087,0.08325068672746187,6.0,2.15028558553,0.0,0.0,6.0,2.15028558597,4.0,-1.5516408137078836,0.38750478273117156,1,0,1
283,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0622,3.5551,1.048338,1.215833,1.6093729217822998,1.72666,1.400839,0.2291746,-5.8022820600000005,2.5558650000000003,-0.16985494,-2.7174155000000004,0.6874990000000001,7.528904735701599,51.91263303462,1.5706881163812734,1.570927226488796,2.09440731969796,285.4575763387698,0.1050944255352227,6.0,1.98943200258,6.0,1.98943198667,0.0,0.0,4.0,-2.7774002792370034,1.2683831922547981,1,1,0
286,30.0,0.3333,0.5,0.1667,5.0636,5.0632,13.6462,89.9954,90.0055,120.0007,0.1935,2.559,1.053332,1.250007,1.9287356807595,1.738339,1.3966630000000002,0.30351090000000003,-5.7586585800000005,2.4399610000000003,-0.19156854,-2.7290029,0.723341,8.275773501512198,62.99460741538,1.5707160416493051,1.570892319903756,2.09440731969796,302.9868443448338,0.09901419998901524,6.0,2.0267570344,6.0,2.026757039,6.0,2.02675705111,4.0,-1.6424777665123005,0.9396165571776518,1,1,1
305,60.0,0.0,0.125,0.875,11.0269,5.5129,14.6067,89.9982,89.9993,120.0011,0.1115,1.0036,1.0775,1.395,3.27409665375,1.7837500000000002,1.3824999999999998,0.6243749999999999,-5.5725,1.9675,-0.28695,-2.7775,0.875,11.44527442825,109.181125,1.5707649108683606,1.5707841094901327,2.0944143010149667,768.9736843658998,0.07802607712054067,0.0,0.0,6.0,2.19397748436,6.0,2.19397623647,4.0,-2.1937306880819634,0.003593535510130218,0,1,1
341,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.061,3.5058,1.048338,1.215833,1.6093729217822998,1.72666,1.400839,0.2291746,-5.8022820600000005,2.5558650000000003,-0.16985494,-2.7174155000000004,0.6874990000000001,7.528904735701599,51.91263303462,1.5706881163812734,1.570927226488796,2.09440731969796,285.4575763387698,0.1050944255352227,6.0,1.98684382806,6.0,1.98684381021,0.0,0.0,4.0,-2.796881414808826,1.2544187398063091,1,1,0
354,30.0,0.5833,0.0,0.4167,5.1313,5.131,13.8018,89.9916,90.0086,120.0016,0.3507,2.1794,1.113332,1.297507,2.2011943615095,1.6808390000000002,1.454163,0.5042609,-5.678908580000001,2.622461,-0.27971854,-2.7332529,0.7658410000000001,9.326272867012197,63.582992065380004,1.570649719137729,1.570946425110568,2.0944230276612275,314.69422550617844,0.09533063389309317,6.0,2.0551851378,0.0,0.0,6.0,2.05518513377,4.0,-1.0478241218360047,0.7790496095606486,1,0,1
369,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0714,3.3925,1.048338,1.215833,1.6093729217822998,1.72666,1.400839,0.2291746,-5.8022820600000005,2.5558650000000003,-0.16985494,-2.7174155000000004,0.6874990000000001,7.528904735701599,51.91263303462,1.5706881163812734,1.570927226488796,2.09440731969796,285.4575763387698,0.1050944255352227,6.0,1.9868438213,6.0,1.98684381504,0.0,0.0,4.0,-2.639457409636598,1.2215671127268872,1,1,0
387,30.0,0.4167,0.5,0.0833,4.9998,4.9994,13.5112,89.994,90.0072,120.0008,0.1139,3.1183,1.056668,1.2324929999999998,1.7460152224904997,1.724161,1.405837,0.2762391,-5.778891420000001,2.5375389999999998,-0.18688146,-2.7217471,0.704159,7.894384019987799,55.66904653462,1.5706916070397767,1.57092199050104,2.094409065027212,292.4768976728088,0.10257220395424434,6.0,2.0030119064200003,6.0,2.00301189698,6.0,2.00301191035,4.0,-2.1724344085290004,1.1372879815299393,1,1,1
390,30.0,0.75,0.25,0.0,4.8741,4.8738,13.2515,89.9879,90.0131,120.0014,0.0459,4.3868,1.095,1.2125,1.42588159575,1.66,1.4575,0.3085,-5.78955,2.8725,-0.21925,-2.70575,0.6775,7.467074602,37.66690395000001,1.570585141955405,1.5710249649269084,2.0944195370027234,272.6162066305474,0.11004481490954182,6.0,1.95656029129,6.0,1.95656027698,0.0,0.0,4.0,-3.0812901619156374,1.4786000319039168,1,1,0
399,30.0,0.5833,0.0,0.4167,5.1313,5.131,13.8018,89.9916,90.0086,120.0016,0.3493,2.4419,1.113332,1.297507,2.2011943615095,1.6808390000000002,1.454163,0.5042609,-5.678908580000001,2.622461,-0.27971854,-2.7332529,0.7658410000000001,9.326272867012197,63.582992065380004,1.570649719137729,1.570946425110568,2.0944230276612275,314.69422550617844,0.09533063389309317,6.0,2.05518513357,0.0,0.0,6.0,2.0551851396900003,4.0,-1.0518241271693507,0.892776424809087,1,0,1
401,30.0,0.9167,0.0,0.0833,4.876,4.8758,13.2618,89.9853,90.0155,120.0019,0.0871,4.5287,1.1266679999999998,1.2274929999999995,1.4707507069904997,1.624161,1.4908370000000002,0.39523909999999995,-5.75979142,3.0125389999999994,-0.26098145999999994,-2.7042471000000003,0.689159,7.801629543987799,34.29831583462,1.5705397633948532,1.5710668528289558,2.094428263648984,273.04507687186685,0.10987196818816199,6.0,1.96016075166,0.0,0.0,6.0,1.96016075979,4.0,-2.44069839512368,1.5104349225920923,1,0,1
406,30.0,0.75,0.25,0.0,4.8741,4.8738,13.2515,89.9879,90.0131,120.0014,0.0319,4.5533,1.095,1.2125,1.42588159575,1.66,1.4575,0.3085,-5.78955,2.8725,-0.21925,-2.70575,0.6775,7.467074602,37.66690395000001,1.570585141955405,1.5710249649269084,2.0944195370027234,272.6162066305474,0.11004481490954182,6.0,1.9591340067200005,6.0,1.95913400976,0.0,0.0,4.0,-3.4451492691913383,1.5158522448035217,1,1,0
429,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0607,3.713,1.06,1.215,1.5635138535,1.71,1.415,0.249,-5.7991,2.635,-0.1822,-2.7145,0.685,7.51345184,48.3522693,1.5706619364424932,1.5709516610983238,2.094410810356464,282.2113960343946,0.10630329044665418,6.0,1.9792718874,6.0,1.9792719074400005,0.0,0.0,4.0,-2.8018115809166844,1.3118401751949431,1,1,0
